,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_gaussian_prior_mu,params_gaussian_prior_sigma,params_max_bpm,params_min_bpm,params_smooth_bpm_window,params_smooth_time_window,state
144,144,0.07291666666666667,2023-04-04 03:41:20.140095,2023-04-04 03:41:43.058092,0 days 00:00:22.917997,0.033130257775211766,238,147.78322115156033,256,10,7.577929429737236,2.7055142531852203,COMPLETE
145,145,0.6875,2023-04-04 03:41:43.058452,2023-04-04 03:41:58.995716,0 days 00:00:15.937264,0.045510473229693496,105,68.09394215192137,249,10,7.692491703556179,3.0084258466958786,COMPLETE
146,146,0.16666666666666666,2023-04-04 03:41:58.996083,2023-04-04 03:42:15.690741,0 days 00:00:16.694658,0.043988167556853155,102,13.359438676928804,250,10,7.152019320499774,3.083742653415494,COMPLETE
147,147,0.609375,2023-04-04 03:42:15.691103,2023-04-04 03:43:26.673513,0 days 00:01:10.982410,0.011857456318958487,93,63.3719732682643,253,48,7.662230383333343,3.7141765854931688,COMPLETE
148,148,0.3697916666666667,2023-04-04 03:43:26.673868,2023-04-04 03:43:37.165224,0 days 00:00:10.491356,0.07084363891585713,82,37.790071900184216,261,12,7.734093247440061,2.649035594636598,COMPLETE
149,149,0.6875,2023-04-04 03:43:37.165730,2023-04-04 03:44:12.271672,0 days 00:00:35.105942,0.026557821456635954,104,90.79412748598929,258,10,7.334951420595379,3.3887580744586128,COMPLETE
150,150,0.6510416666666666,2023-04-04 03:44:12.272223,2023-04-04 03:44:45.656293,0 days 00:00:33.384070,0.027948492700533827,121,95.83456194263152,257,10,7.220519755781324,3.8797151362563795,COMPLETE
151,151,0.6770833333333334,2023-04-04 03:44:45.656659,2023-04-04 03:44:59.792264,0 days 00:00:14.135605,0.05046061861710342,106,75.86208836162945,247,11,7.458876847489803,3.5183602816239583,COMPLETE
152,152,0.6770833333333334,2023-04-04 03:44:59.792655,2023-04-04 03:45:09.734964,0 days 00:00:09.942309,0.07623035152711923,96,117.35265526376386,266,10,7.917252198352582,3.0123371459796227,COMPLETE
153,153,0.6145833333333334,2023-04-04 03:45:09.735319,2023-04-04 03:46:47.499559,0 days 00:01:37.764240,0.010568872480565374,88,95.89115512719793,254,11,7.367519053010249,3.3101598808539197,COMPLETE
154,154,0.5989583333333334,2023-04-04 03:46:47.499925,2023-04-04 03:47:09.085722,0 days 00:00:21.585797,0.03570351901159867,114,49.504519486285034,259,12,8.15145947066959,2.358916660022048,COMPLETE
155,155,0.07291666666666667,2023-04-04 03:47:09.086282,2023-04-04 03:47:21.187351,0 days 00:00:12.101069,0.05732112265708213,104,1.96386926431326,252,21,7.738068260299394,2.8758772735994254,COMPLETE
