,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_gaussian_prior_mu,params_gaussian_prior_sigma,params_max_bpm,params_min_bpm,params_smooth_bpm_window,params_smooth_time_window,state
48,48,0.209434498437056,2023-04-04 17:46:53.459950,2023-04-04 17:47:00.552246,0 days 00:00:07.092296,0.20504069029985644,128,5.059001772958297,300,41,4.289780871988869,1.6039048309273334,COMPLETE
49,49,0.3851236146632566,2023-04-04 17:47:00.552571,2023-04-04 17:47:08.101045,0 days 00:00:07.548474,0.1801580581884188,87,76.56041415574677,293,48,3.6660568048975137,4.350093399154738,COMPLETE
50,50,0.5169792554703041,2023-04-04 17:47:08.101393,2023-04-04 17:49:25.488484,0 days 00:02:17.387091,0.011995893275363267,140,119.74890027559385,282,32,2.7509762042775607,3.12093379194718,COMPLETE
51,51,0.5996021597044615,2023-04-04 17:49:25.488820,2023-04-04 17:49:44.301179,0 days 00:00:18.812359,0.07899181157287746,104,150.32553180657953,291,45,4.919261899866649,1.889905938627801,COMPLETE
52,52,0.5947001989201478,2023-04-04 17:49:44.301654,2023-04-04 17:50:12.677691,0 days 00:00:28.376037,0.051789449582644975,100,170.15149406208053,290,46,3.226896738119438,2.652239371943268,COMPLETE
53,53,0.5949133276499005,2023-04-04 17:50:12.678015,2023-04-04 17:50:39.849268,0 days 00:00:27.171253,0.05237638563021813,75,167.4695436146958,283,45,3.058908007374923,2.6401227029178997,COMPLETE
54,54,0.5900824097755044,2023-04-04 17:50:39.849728,2023-04-04 17:51:12.780153,0 days 00:00:32.930425,0.046006978496306,72,167.49990735054774,284,28,2.5505455108580293,2.547124507507332,COMPLETE
55,55,0.5801364023870418,2023-04-04 17:51:12.780650,2023-04-04 17:51:43.306245,0 days 00:00:30.525595,0.04619616133694833,76,166.08771395605382,271,28,1.8357719208513648,2.6475189965271695,COMPLETE
56,56,0.5215970446149474,2023-04-04 17:51:43.306784,2023-04-04 17:53:46.574157,0 days 00:02:03.267373,0.013722430451025246,50,175.6412853976546,286,24,2.5378610989580825,3.337166678428124,COMPLETE
57,57,0.5803495311167945,2023-04-04 17:53:46.574710,2023-04-04 17:54:00.736861,0 days 00:00:14.162151,0.09638592907620813,70,274.6217801560002,283,14,1.4261313082917064,2.3840019219386495,COMPLETE
58,58,0.34129013924410345,2023-04-04 17:54:00.737346,2023-04-04 17:54:22.345850,0 days 00:00:21.608504,0.07159636723570494,87,50.13674750229943,290,20,2.627709912155098,2.6964040933062154,COMPLETE
59,59,0.4923273657289002,2023-04-04 17:54:22.346194,2023-04-04 17:54:50.959954,0 days 00:00:28.613760,0.047175147060302236,60,138.60455123696207,259,29,2.3029751232798383,3.370935603916122,COMPLETE
60,60,0.5656436487638534,2023-04-04 17:54:50.960327,2023-04-04 17:55:04.120697,0 days 00:00:13.160370,0.10812289610951056,74,245.22579009140912,298,45,3.18774269591985,3.8598585158740235,COMPLETE
61,61,0.5948422847399829,2023-04-04 17:55:04.121179,2023-04-04 17:55:18.927679,0 days 00:00:14.806500,0.09505775853980152,106,167.8201237962868,284,10,1.4482183716877772,2.365393314570862,COMPLETE
62,62,0.5996021597044615,2023-04-04 17:55:18.928429,2023-04-04 17:55:42.531698,0 days 00:00:23.603269,0.058352723881764615,104,148.2736942039626,283,16,1.1301243745085272,2.061485294911402,COMPLETE
63,63,0.5021312872975277,2023-04-04 17:55:42.532193,2023-04-04 17:56:10.773904,0 days 00:00:28.241711,0.0488901026861787,46,166.13160045123612,271,11,1.0957470908340583,1.961878684693338,COMPLETE
64,64,0.5706876953680022,2023-04-04 17:56:10.774248,2023-04-04 17:56:24.422291,0 days 00:00:13.648043,0.09976781513356299,125,136.79028963961193,283,13,0.5165592332991862,2.038495715779302,COMPLETE
65,65,0.4877806194941745,2023-04-04 17:56:24.422650,2023-04-04 17:58:46.143866,0 days 00:02:21.721216,0.011682952830643967,149,182.6352395340991,273,18,2.1241716841585174,2.279611736527829,COMPLETE
66,66,0.5412048877522023,2023-04-04 17:58:46.144353,2023-04-04 17:58:55.301967,0 days 00:00:09.157614,0.14137527598086902,107,239.13739721535535,265,15,0.9320251498112551,1.75973939986755,COMPLETE
67,67,0.5900113668655868,2023-04-04 17:58:55.302460,2023-04-04 17:59:13.528510,0 days 00:00:18.226050,0.07850500669019361,93,269.68759751742675,277,10,1.7899968183393011,2.740898047992277,COMPLETE
68,68,0.5218812162546178,2023-04-04 17:59:13.528868,2023-04-04 17:59:48.747859,0 days 00:00:35.218991,0.042623842269001094,134,221.56487131669695,290,19,1.3266589460534544,2.2552819967444777,COMPLETE
69,69,0.01946575731741972,2023-04-04 17:59:48.748193,2023-04-04 17:59:59.251478,0 days 00:00:10.503285,0.13063610696187047,238,125.71495489770854,282,23,2.481314338980176,1.9496813723960558,COMPLETE
70,70,0.5996732026143791,2023-04-04 17:59:59.251950,2023-04-04 18:00:20.873636,0 days 00:00:21.621686,0.07017051567582294,83,178.67278587121703,288,12,2.067853127757971,2.763632028402534,COMPLETE
71,71,0.5655015629440182,2023-04-04 18:00:20.873984,2023-04-04 18:00:44.649491,0 days 00:00:23.775507,0.06503951079449259,64,162.86752122668923,288,13,2.098151940972634,2.8460481609093264,COMPLETE
72,72,0.5947001989201478,2023-04-04 18:00:44.649978,2023-04-04 18:00:59.206840,0 days 00:00:14.556862,0.10316278804898361,82,183.06848335888503,275,11,2.744959387467488,2.4178926940179424,COMPLETE
73,73,0.5753765274225633,2023-04-04 18:00:59.207184,2023-04-04 18:01:14.251363,0 days 00:00:15.044179,0.09880898180779014,118,197.91323748788795,277,11,2.854546235061203,3.175440237364505,COMPLETE
74,74,0.5510088093208297,2023-04-04 18:01:14.251715,2023-04-04 18:01:24.693984,0 days 00:00:10.442269,0.13534779599760532,91,290.15113033018827,287,12,1.9245034204880616,2.3287470385597437,COMPLETE
75,75,0.4096334185848252,2023-04-04 18:01:24.694474,2023-04-04 18:01:39.663379,0 days 00:00:14.968905,0.09253962260632596,81,72.0811231707655,290,16,1.5246814236092958,1.977541854632468,COMPLETE
76,76,0.604717249218528,2023-04-04 18:01:39.663756,2023-04-04 18:01:47.109800,0 days 00:00:07.446044,0.1885334985956501,107,116.61283580075511,280,10,2.229946993892522,2.9230495414881337,COMPLETE
77,77,0.6143080420574026,2023-04-04 18:01:47.110273,2023-04-04 18:01:54.229295,0 days 00:00:07.119022,0.19893224603513848,114,125.78767954484113,281,10,1.9674104586904217,2.94317722823927,COMPLETE
78,78,0.6095481670929241,2023-04-04 18:01:54.229652,2023-04-04 18:02:01.480774,0 days 00:00:07.251122,0.19528157913818664,113,135.56816188379707,280,10,0.846865141021725,2.8704538913748605,COMPLETE
79,79,0.36089798238135834,2023-04-04 18:02:01.481115,2023-04-04 18:02:08.506945,0 days 00:00:07.025830,0.18893432429410909,139,34.62897722187088,267,13,1.073601445886478,3.637506576547831,COMPLETE
80,80,0.6094060812730889,2023-04-04 18:02:08.507296,2023-04-04 18:02:15.085512,0 days 00:00:06.578216,0.21372539795573578,119,121.62369883588298,280,15,0.8410165723888456,2.8646999591120883,COMPLETE
81,81,0.5170502983802217,2023-04-04 18:02:15.085859,2023-04-04 18:02:21.374447,0 days 00:00:06.288588,0.22407854481454947,115,68.29787096576781,280,16,0.8658388973214456,2.8081782191267273,COMPLETE
82,82,0.6241119636260302,2023-04-04 18:02:21.374835,2023-04-04 18:02:28.769181,0 days 00:00:07.394346,0.18961348871768177,121,118.04635124543181,279,12,0.7560088518849273,2.9989528382991697,COMPLETE
83,83,0.604717249218528,2023-04-04 18:02:28.769532,2023-04-04 18:02:35.600980,0 days 00:00:06.831448,0.18520964972996617,124,122.20437101824501,252,12,0.7277179470283739,3.0314845835575897,COMPLETE
84,84,0.4733589087809036,2023-04-04 18:02:35.601315,2023-04-04 18:02:41.904220,0 days 00:00:06.302905,0.18865817352916595,150,116.7822680016555,233,12,0.5995163131419547,3.203736353725361,COMPLETE
85,85,0.36089798238135834,2023-04-04 18:02:41.904558,2023-04-04 18:02:46.607353,0 days 00:00:04.702795,0.28253062973206194,124,22.122238507743617,252,14,0.7372334274969353,2.9746852652208555,COMPLETE
86,86,0.5412759306621199,2023-04-04 18:02:46.607686,2023-04-04 18:02:52.938507,0 days 00:00:06.330821,0.212752177232896,131,86.60476597994932,263,12,1.2546366880113025,3.5291203264385236,COMPLETE
87,87,0.5852514919011083,2023-04-04 18:02:52.938891,2023-04-04 18:02:59.133036,0 days 00:00:06.194145,0.23141473700288645,111,107.94620877321293,279,10,0.7700825907043175,3.3751302596665433,COMPLETE
88,88,0.5316851378232452,2023-04-04 18:02:59.133363,2023-04-04 18:03:06.889295,0 days 00:00:07.755932,0.16046410121900495,118,67.3789408091045,256,14,1.6498033742600815,3.841337991705318,COMPLETE
89,89,0.5462489343563511,2023-04-04 18:03:06.889632,2023-04-04 18:03:13.705636,0 days 00:00:06.816004,0.2002035159280021,137,124.34307805037457,274,15,0.9943493081601282,2.8810778049913037,COMPLETE
90,90,0.37070190394998576,2023-04-04 18:03:13.705981,2023-04-04 18:03:18.724068,0 days 00:00:05.018087,0.2810950300602105,169,219.4723883111598,269,11,0.5146471775960577,3.0873561704889285,COMPLETE
91,91,0.6388888888888888,2023-04-04 18:03:18.724402,2023-04-04 18:03:25.419082,0 days 00:00:06.694680,0.1813585945572533,95,141.43747555806127,243,12,1.2127276913488512,1.7513972465054914,COMPLETE
92,92,0.5706166524580847,2023-04-04 18:03:25.419417,2023-04-04 18:03:33.422978,0 days 00:00:08.003561,0.14478529744925878,123,129.164486021601,238,12,1.2773633385250163,1.7801652547215876,COMPLETE
93,93,0.3461210571184996,2023-04-04 18:03:33.423363,2023-04-04 18:03:40.007128,0 days 00:00:06.583765,0.18081983238848362,94,45.69578582376343,242,13,1.9517580099891316,2.183743145118163,COMPLETE
94,94,0.5510798522307474,2023-04-04 18:03:40.007467,2023-04-04 18:03:45.613634,0 days 00:00:05.606167,0.22585604684692656,113,92.55583816837935,246,10,1.6175546231665237,2.9150768281557413,COMPLETE
95,95,0.6043620346689401,2023-04-04 18:03:45.613976,2023-04-04 18:03:53.448595,0 days 00:00:07.834619,0.1553741928146007,85,144.52622832224955,248,15,0.7553007799187905,3.2882576518445217,COMPLETE
96,96,0.004901960784313725,2023-04-04 18:03:53.448966,2023-04-04 18:04:01.510385,0 days 00:00:08.061419,0.15118554071613688,298,105.40377499022239,251,17,0.7970540527790859,3.3233001434163985,COMPLETE
97,97,0.36579994316567205,2023-04-04 18:04:01.510750,2023-04-04 18:04:08.306613,0 days 00:00:06.795863,0.18025110155666402,87,64.06324310095826,247,15,1.2217660643761625,4.061215936631049,COMPLETE
98,98,0.05853935777209435,2023-04-04 18:04:08.306954,2023-04-04 18:04:13.144067,0 days 00:00:04.837113,0.2521560654008026,143,1.4015292138533937,233,11,0.914583013065253,3.4981002972719004,COMPLETE
99,99,0.619281045751634,2023-04-04 18:04:13.144406,2023-04-04 18:04:19.380885,0 days 00:00:06.236479,0.20737169106051428,96,198.25776149107105,257,12,1.505630522588663,3.1495037819953113,COMPLETE
