,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_max_bpm,params_min_bpm,params_parncutt_prior_mu,params_parncutt_prior_sigma,params_smooth_bpm_window,params_smooth_time_window,state
65,65,0.585109406081273,2023-04-05 22:33:27.359691,2023-04-05 22:33:48.307897,0 days 00:00:20.948206,0.060406560959242364,229,35,97,0.6058893098888377,8.083784566122592,4.228346371677578,COMPLETE
66,66,0.45843989769820975,2023-04-05 22:33:48.308262,2023-04-05 22:35:27.908659,0 days 00:01:39.600397,0.017979509602019265,250,32,129,0.8803385364507658,6.400597727875459,3.954100036197917,COMPLETE
67,67,0.3168513782324524,2023-04-05 22:35:27.909002,2023-04-05 22:35:38.246834,0 days 00:00:10.337832,0.12689513037738798,243,30,85,0.17818416411435284,7.1443885256674005,5.034538281709116,COMPLETE
68,68,0.45829781187837454,2023-04-05 22:35:38.247315,2023-04-05 22:35:43.134386,0 days 00:00:04.887071,0.21992297058748922,213,38,114,1.3022952842897775,5.78504954860167,3.17131372110694,COMPLETE
69,69,0.3319124751349815,2023-04-05 22:35:43.134763,2023-04-05 22:35:57.351059,0 days 00:00:14.216296,0.0988453034764866,231,11,216,0.6444207335570489,7.71205135405637,3.5107246503101344,COMPLETE
70,70,0.004830917874396135,2023-04-05 22:35:57.351620,2023-04-05 22:36:17.956638,0 days 00:00:20.605018,0.07266790662984739,254,21,60,0.029638009270052612,8.509888617861941,2.455891987528223,COMPLETE
71,71,0.6045751633986928,2023-04-05 22:36:17.957143,2023-04-05 22:36:39.736141,0 days 00:00:21.778998,0.06569886882455139,247,20,79,0.5296915840475476,6.044549779577872,2.957317302873728,COMPLETE
72,72,0.5215970446149475,2023-04-05 22:36:39.736498,2023-04-05 22:37:20.948964,0 days 00:00:41.212466,0.036684186466298674,247,17,76,0.5049850344377979,6.248486333243078,2.2400822556362647,COMPLETE
73,73,0.5314720090934925,2023-04-05 22:37:20.949309,2023-04-05 22:37:32.189523,0 days 00:00:11.240214,0.11760713091191011,235,21,103,0.907615539214242,6.91253327506913,3.0266210462613325,COMPLETE
74,74,0.3168513782324524,2023-04-05 22:37:32.189857,2023-04-05 22:37:40.618290,0 days 00:00:08.428433,0.1623418745792899,243,18,82,0.2847302112007122,6.69454225402735,5.510133188046021,COMPLETE
75,75,0.49254049445865306,2023-04-05 22:37:40.618706,2023-04-05 22:38:00.215866,0 days 00:00:19.597160,0.07001921630574877,240,23,94,1.1422335729292883,5.93848404103411,3.72483481156492,COMPLETE
76,76,0.4877095765842569,2023-04-05 22:38:00.216205,2023-04-05 22:38:15.292746,0 days 00:00:15.076541,0.09830326426995974,249,15,69,1.4265245745517356,6.458092997871667,4.8085931155092725,COMPLETE
77,77,0.5704035237283319,2023-04-05 22:38:15.293086,2023-04-05 22:38:53.185182,0 days 00:00:37.892096,0.035295022268114984,232,25,113,0.5205865789885642,5.549688176410838,3.441023882305401,COMPLETE
78,78,0.44877806194941744,2023-04-05 22:38:53.185530,2023-04-05 22:39:01.416037,0 days 00:00:08.230507,0.13418130431534245,203,27,51,0.718277063783836,7.39548185668808,2.5519011842587007,COMPLETE
79,79,0.26840011366865585,2023-04-05 22:39:01.416392,2023-04-05 22:39:08.710823,0 days 00:00:07.294431,0.19641689223343592,260,20,163,0.19931472972738912,6.082361677715463,4.411046466239246,COMPLETE
80,80,0.4632708155726058,2023-04-05 22:39:08.711159,2023-04-05 22:41:35.169661,0 days 00:02:26.458502,0.01306450880658478,237,22,130,0.9775252772452332,7.925969236263096,5.196501451865047,COMPLETE
81,81,0.5753765274225632,2023-04-05 22:41:35.170012,2023-04-05 22:41:57.992954,0 days 00:00:22.822942,0.06562676591250158,252,17,78,0.47531192217358254,6.951552821236992,4.169840514405597,COMPLETE
82,82,0.5218101733447003,2023-04-05 22:41:57.993429,2023-04-05 22:42:21.720025,0 days 00:00:23.726596,0.06276538505867064,252,20,102,0.7640800708645412,6.701880189381665,2.9146220084958605,COMPLETE
83,83,0.5851804489911906,2023-04-05 22:42:21.720361,2023-04-05 22:42:35.805803,0 days 00:00:14.085442,0.10009371960649986,244,13,89,0.4134591389952942,5.857598008477841,2.756941510808717,COMPLETE
84,84,0.10727479397556124,2023-04-05 22:42:35.806162,2023-04-05 22:43:02.256431,0 days 00:00:26.450269,0.0518533251377028,241,24,65,0.14506982486685732,5.294742752979648,3.8197259608036966,COMPLETE
85,85,0.4924694515487354,2023-04-05 22:43:02.256954,2023-04-05 22:43:10.685066,0 days 00:00:08.428112,0.1649485491201579,248,18,122,0.7082681094073604,6.272998399221179,3.1603316126754524,COMPLETE
86,86,0.07786302926967888,2023-04-05 22:43:10.685420,2023-04-05 22:43:31.511492,0 days 00:00:20.826072,0.07325977853003504,267,29,82,0.019876755400960733,7.492839782713567,4.588844287000089,COMPLETE
87,87,0.47797669792554703,2023-04-05 22:43:31.511973,2023-04-05 22:44:16.571402,0 days 00:00:45.059429,0.029386148146851865,226,27,110,1.4798744548759084,7.169755216162174,3.4229003022886784,COMPLETE
88,88,0.4875674907644217,2023-04-05 22:44:16.571741,2023-04-05 22:44:25.494269,0 days 00:00:08.922528,0.14116191872838635,223,20,92,1.2338188872837144,6.522956131511354,4.83298825198501,COMPLETE
89,89,0.5022023302074453,2023-04-05 22:44:25.494814,2023-04-05 22:44:37.183953,0 days 00:00:11.689139,0.11369746825244101,234,16,43,0.989993066662411,6.015488203506904,2.6575016244119203,COMPLETE
90,90,0.40977550440466043,2023-04-05 22:44:37.184298,2023-04-05 22:44:53.282709,0 days 00:00:16.098411,0.0886973881839332,258,33,56,0.549102788556146,6.804760663362584,4.27114407462006,COMPLETE
91,91,0.5462489343563512,2023-04-05 22:44:53.283043,2023-04-05 22:45:06.030507,0 days 00:00:12.747464,0.11084423155917189,245,12,91,0.3645573149468717,5.835508482919359,2.720949578242892,COMPLETE
92,92,0.3997584541062802,2023-04-05 22:45:06.031012,2023-04-05 22:45:25.621009,0 days 00:00:19.589997,0.07905915511509086,255,13,70,0.40243828626598444,6.292961165099159,2.9154934899556,COMPLETE
93,93,0.5218101733447001,2023-04-05 22:45:25.621520,2023-04-05 22:45:55.512043,0 days 00:00:29.890523,0.04907007271180973,241,14,100,0.8488524637245884,7.025127495213005,2.2920372502648028,COMPLETE
94,94,0.3120204603580563,2023-04-05 22:45:55.512526,2023-04-05 22:46:09.793379,0 days 00:00:14.280853,0.10023500013794223,244,19,80,0.20102145492582968,7.601820255402057,3.9057365626776117,COMPLETE
95,95,0.5703324808184144,2023-04-05 22:46:09.793719,2023-04-05 22:47:10.767489,0 days 00:01:00.973770,0.029148057339534798,237,15,89,0.6090540826184405,7.302884109032637,1.6938818871257122,COMPLETE
96,96,0.47776356919579427,2023-04-05 22:47:10.767843,2023-04-05 22:47:18.070094,0 days 00:00:07.302251,0.17227404635634241,229,23,107,1.0784928566861423,5.96576141199753,3.5803877467548944,COMPLETE
97,97,0.5021312872975277,2023-04-05 22:47:18.070434,2023-04-05 22:47:29.912132,0 days 00:00:11.841698,0.12984051119419343,283,31,137,0.4242257027786953,6.663912115930777,2.3933657574199185,COMPLETE
98,98,0.4293833475419153,2023-04-05 22:47:29.912481,2023-04-05 22:47:39.269803,0 days 00:00:09.357322,0.14748058184567775,251,25,145,0.19252341499921166,5.750298088284771,3.258586317666754,COMPLETE
99,99,0.5608127308894572,2023-04-05 22:47:39.270171,2023-04-05 22:48:07.899071,0 days 00:00:28.628900,0.05267232454106359,248,11,72,0.7102159260529958,5.330986136450209,4.526568890964815,COMPLETE
