,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_max_bpm,params_min_bpm,params_resonance_prior_beta,params_resonance_prior_bpm_ext,params_smooth_bpm_window,params_smooth_time_window,state
120,120,0.44394714407502134,2023-04-06 19:52:07.789650,2023-04-06 19:52:15.561514,0 days 00:00:07.771864,0.11781565517748852,181,32,6.047229438202021,216,5.39411073856032,6.315998058760628,COMPLETE
121,121,0.5949133276499005,2023-04-06 19:52:15.561878,2023-04-06 19:52:26.471755,0 days 00:00:10.909877,0.09241293367224096,187,20,6.229282061218694,85,4.37734946082656,6.005655671319045,COMPLETE
122,122,0.5947001989201478,2023-04-06 19:52:26.472141,2023-04-06 19:52:37.261327,0 days 00:00:10.789186,0.09066644041963516,180,19,6.373248585423556,92,4.283787230932758,6.063820036533808,COMPLETE
123,123,0.5556265984654732,2023-04-06 19:52:37.261673,2023-04-06 19:52:44.006266,0 days 00:00:06.744593,0.14527999752781803,186,23,6.0161545705651704,75,4.816722850995586,5.932045377731485,COMPLETE
124,124,0.565714691673771,2023-04-06 19:52:44.006621,2023-04-06 19:53:17.407899,0 days 00:00:33.401278,0.03372211370131131,194,20,6.556547240677516,87,5.143695275671127,5.809354624473262,COMPLETE
125,125,0.5655726058539358,2023-04-06 19:53:17.408261,2023-04-06 19:53:26.717060,0 days 00:00:09.308799,0.11097349251950542,188,18,6.205126836484428,68,4.555143688733134,6.0254036292452255,COMPLETE
126,126,0.6094060812730889,2023-04-06 19:53:26.717454,2023-04-06 19:53:34.441419,0 days 00:00:07.723965,0.12477976718114034,182,22,6.3248009149119255,94,4.427765719684256,5.3674313921473145,COMPLETE
127,127,0.6045751633986928,2023-04-06 19:53:34.441769,2023-04-06 19:53:45.013784,0 days 00:00:10.572015,0.09073020807803137,180,22,6.693241641257033,93,4.362190809768182,5.384749170618587,COMPLETE
128,128,0.46334185848252346,2023-04-06 19:53:45.014157,2023-04-06 19:54:12.819579,0 days 00:00:27.805422,0.05032056282613834,246,22,6.341759716124833,54,4.359519038187726,5.29925745281311,COMPLETE
129,129,0.5898692810457516,2023-04-06 19:54:12.819918,2023-04-06 19:54:24.020373,0 days 00:00:11.200455,0.08638443055496585,180,23,6.7114856400094185,95,4.622272887365403,5.511541962468,COMPLETE
130,130,0.5802784882068769,2023-04-06 19:54:24.020716,2023-04-06 19:54:31.939129,0 days 00:00:07.918413,0.1287321960908945,191,21,6.845837223074147,77,4.327507960022198,5.392774284792075,COMPLETE
131,131,0.594842284739983,2023-04-06 19:54:31.939475,2023-04-06 19:54:41.681660,0 days 00:00:09.742185,0.09998028664415419,182,25,6.49030625307412,106,4.922591611506263,5.741787297557024,COMPLETE
132,132,0.5900113668655869,2023-04-06 19:54:41.682009,2023-04-06 19:54:51.954989,0 days 00:00:10.272980,0.09285087951074046,182,26,6.507876221807265,107,4.955921811297545,5.7043083727056825,COMPLETE
133,133,0.5996732026143791,2023-04-06 19:54:51.955360,2023-04-06 19:55:05.323145,0 days 00:00:13.367785,0.072386755032094,183,24,6.761003957640554,83,4.471252816665205,6.405986939449725,COMPLETE
134,134,0.5850383631713555,2023-04-06 19:55:05.323515,2023-04-06 19:55:37.650653,0 days 00:00:32.327138,0.03142451278999021,180,24,7.150783770584221,83,5.193619855796958,6.428235698228299,COMPLETE
135,135,0.599531116794544,2023-04-06 19:55:37.651026,2023-04-06 19:55:54.992583,0 days 00:00:17.341557,0.058656073300900474,185,24,6.655267112195983,90,4.475394284478262,6.24192158287709,COMPLETE
136,136,0.5608837737993748,2023-04-06 19:55:54.992961,2023-04-06 19:56:10.250523,0 days 00:00:15.257562,0.06621784237346107,188,28,6.71073395251386,76,4.460250431023418,6.2373123037706835,COMPLETE
137,137,0.5802074452969593,2023-04-06 19:56:10.251047,2023-04-06 19:56:31.362308,0 days 00:00:21.111261,0.049005172128144654,185,22,6.3555751214206,83,4.675794199160955,6.770095239860771,COMPLETE
138,138,0.5998152884342142,2023-04-06 19:56:31.362763,2023-04-06 19:56:44.347848,0 days 00:00:12.985085,0.07811878404646364,190,25,7.010885261309911,89,4.28351245027923,6.095592786557881,COMPLETE
139,139,0.580278488206877,2023-04-06 19:56:44.348387,2023-04-06 19:56:58.523365,0 days 00:00:14.174978,0.06990162683091891,190,25,6.995663567336159,97,3.854906248362142,6.518613670362792,COMPLETE
140,140,0.585109406081273,2023-04-06 19:56:58.523726,2023-04-06 19:57:32.215778,0 days 00:00:33.692052,0.030597279869981515,185,24,6.685075998003936,90,4.701738090060912,7.063081585978803,COMPLETE
141,141,0.4681727763569195,2023-04-06 19:57:32.216127,2023-04-06 19:57:48.791371,0 days 00:00:16.575244,0.0786133645974596,235,20,7.180210997072182,91,4.5004602130231275,6.152860733434795,COMPLETE
142,142,0.5513640238704177,2023-04-06 19:57:48.791736,2023-04-06 19:58:10.934918,0 days 00:00:22.143182,0.04643308052740305,188,26,6.581585960630267,65,4.223717712121457,5.971607480995609,COMPLETE
143,143,0.5947001989201478,2023-04-06 19:58:10.935441,2023-04-06 19:58:20.334714,0 days 00:00:09.399273,0.10341662606369771,183,23,6.295677752290583,83,4.266991225314969,6.306634433672751,COMPLETE
144,144,0.3949275362318841,2023-04-06 19:58:20.335233,2023-04-06 19:58:39.577602,0 days 00:00:19.242369,0.07981079299314034,277,21,6.79434501121544,99,4.415755813033391,6.667592845661266,COMPLETE
145,145,0.5653594771241831,2023-04-06 19:58:39.577960,2023-04-06 19:58:46.835471,0 days 00:00:07.257511,0.12511757689598776,180,27,5.933278919931182,71,3.8040557467726233,6.477308866462993,COMPLETE
146,146,0.5704035237283319,2023-04-06 19:58:46.835819,2023-04-06 19:59:06.048862,0 days 00:00:19.213043,0.05611064802407459,193,22,6.930347639322462,79,4.656887679126939,5.198833934837814,COMPLETE
147,147,0.5024154589371981,2023-04-06 19:59:06.049244,2023-04-06 20:00:58.118902,0 days 00:01:52.069658,0.012332761907762481,186,19,6.531563667185731,59,4.978187366621368,6.059478158689904,COMPLETE
148,148,0.5800653594771242,2023-04-06 20:00:58.119444,2023-04-06 20:01:04.720563,0 days 00:00:06.601119,0.14441455393758637,183,24,7.445279706707974,86,4.246368897068004,5.673173641069515,COMPLETE
149,149,0.585109406081273,2023-04-06 20:01:04.721088,2023-04-06 20:01:14.838842,0 days 00:00:10.117754,0.09939835158454918,190,21,6.284106016336261,96,3.679994967889992,5.865891425214757,COMPLETE
150,150,0.5947712418300654,2023-04-06 20:01:14.839203,2023-04-06 20:01:28.269588,0 days 00:00:13.430385,0.07653366581079751,185,19,7.019401388880973,104,4.478542644812826,5.307858127470808,COMPLETE
151,151,0.6044330775788577,2023-04-06 20:01:28.270113,2023-04-06 20:01:37.656015,0 days 00:00:09.385902,0.1016854143991416,182,27,6.693637195220721,91,5.002875900152294,5.685660234563956,COMPLETE
152,152,0.5898692810457516,2023-04-06 20:01:37.656387,2023-04-06 20:01:45.638932,0 days 00:00:07.982545,0.11878478312438105,180,25,6.769418924603968,76,4.829469390756907,5.5635333139333865,COMPLETE
153,153,0.5996021597044615,2023-04-06 20:01:45.639473,2023-04-06 20:02:03.457922,0 days 00:00:17.818449,0.056026303662829985,183,27,6.093203279652429,90,5.329076857103321,6.119936733614125,COMPLETE
154,154,0.6142369991474851,2023-04-06 20:02:03.458304,2023-04-06 20:02:20.007674,0 days 00:00:16.549370,0.059911873574130144,183,29,6.033003132175548,91,5.450998479578612,6.20389434498623,COMPLETE
