,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_bpm_step,params_gamma,params_gaussian_prior_mu,params_gaussian_prior_sigma,params_max_bpm,params_min_bpm,params_smooth_bpm_window,params_smooth_time_window,state
30,30,0.06351236146632566,2023-04-07 17:59:35.205449,2023-04-07 17:59:49.643320,0 days 00:00:14.437871,0.25912264284135156,0.6683792625674588,0.10164762027620407,0.4227335415427265,199,51.79620394987165,252,25,8.46103198530816,2.176500237900532,COMPLETE
31,31,0.6485507246376812,2023-04-07 17:59:49.643701,2023-04-07 17:59:56.919576,0 days 00:00:07.275875,0.1635240355049398,0.9479675747659362,0.1932237072439851,0.5385907520615559,105,174.66448003169876,257,35,9.539630026705991,1.550418732944045,COMPLETE
32,32,0.6776783177038931,2023-04-07 17:59:56.919949,2023-04-07 18:00:04.886253,0 days 00:00:07.966304,0.19137010282753297,0.8096015118715034,0.1696909290601729,0.5905014615861717,106,98.28803250748258,243,32,9.304259154449896,0.502278326045579,COMPLETE
33,33,0.6339869281045752,2023-04-07 18:00:04.886627,2023-04-07 18:00:12.427869,0 days 00:00:07.541242,0.20550655904811882,0.8029550976400672,0.18792501734145217,0.2348908839138266,121,101.82357326171662,259,33,9.284055347946753,0.7433882509788187,COMPLETE
34,34,0.6388888888888888,2023-04-07 18:00:12.428233,2023-04-07 18:00:19.322737,0 days 00:00:06.894504,0.29849736572386487,0.7143631645951483,0.2028471070745934,0.5893715018819282,101,200.52541923750726,254,30,8.314808832747257,1.2998330749964577,COMPLETE
35,35,0.658283603296391,2023-04-07 18:00:19.323101,2023-04-07 18:00:26.737629,0 days 00:00:07.414528,0.2928075527779681,0.718743247424939,0.18232871558442776,0.6412540121232467,103,83.54177937891876,253,37,8.38003145944515,1.2883270771177007,COMPLETE
36,36,0.45822676896845693,2023-04-07 18:00:26.738013,2023-04-07 18:00:31.563558,0 days 00:00:04.825545,0.417290436269506,0.722932046243732,0.26453213749716975,0.6545107942082495,75,81.13772745898045,248,43,8.488888649379808,0.5282055923107979,COMPLETE
37,37,0.1707161125319693,2023-04-07 18:00:31.563918,2023-04-07 18:00:39.863121,0 days 00:00:08.299203,0.5674169802034204,0.8095463392090299,0.17259636808354642,0.6703708815519052,141,10.973690891174328,264,35,7.89639005936442,1.1886768032321195,COMPLETE
38,38,0.30726058539357776,2023-04-07 18:00:39.863501,2023-04-07 18:00:45.498763,0 days 00:00:05.635262,0.15995877148631815,0.9281521330688909,0.24107969051596417,0.7648514044837635,54,85.10022218754797,256,38,8.05346146526611,1.9050828239769828,COMPLETE
39,39,0.35144927536231885,2023-04-07 18:00:45.499115,2023-04-07 18:00:54.144470,0 days 00:00:08.645355,0.32381791394566395,0.9329038412426691,0.1534286554828432,0.5741343618636805,165,54.57605766645317,252,37,7.12507307564268,3.338254364622898,COMPLETE
40,40,0.6337027564649048,2023-04-07 18:00:54.144843,2023-04-07 18:00:58.663950,0 days 00:00:04.519107,0.22503492300280373,0.7131917872028917,0.292762126209002,0.7132042479404748,112,133.4958440213178,261,46,7.391601637496032,1.4849555917861101,COMPLETE
41,41,0.6241119636260302,2023-04-07 18:00:58.664320,2023-04-07 18:01:05.449672,0 days 00:00:06.785352,0.3097036016338532,0.8309102801585422,0.20582332609978865,0.5959237275793994,99,214.68843375479827,253,30,8.491432340384224,1.173116975283199,COMPLETE
42,42,0.6436487638533674,2023-04-07 18:01:05.450040,2023-04-07 18:01:11.423038,0 days 00:00:05.972998,0.3561172554105738,0.7221640536446385,0.22401993622446043,0.5718078186930347,99,178.1861622076231,246,35,9.463846262471,0.956746583639039,COMPLETE
43,43,0.5755186132423984,2023-04-07 18:01:11.423413,2023-04-07 18:01:20.182817,0 days 00:00:08.759404,0.4071205844520911,0.6140692136831625,0.15168814362796146,0.5399379912776134,77,157.4325793999763,246,35,9.475632624266602,0.5358623164307272,COMPLETE
44,44,0.20957658425689116,2023-04-07 18:01:20.183189,2023-04-07 18:01:25.499846,0 days 00:00:05.316657,0.35479848814780285,0.7676417380895014,0.24023447264857797,0.462307530605753,130,3.822374798304878,244,42,8.972274743451633,0.9857920477917762,COMPLETE
45,45,0.6238988348962774,2023-04-07 18:01:25.500223,2023-04-07 18:01:29.863455,0 days 00:00:04.363232,0.23515010938409853,0.853406310165767,0.30331732353499696,0.6247950134833635,112,222.00340810894872,243,36,9.442859274885656,1.859770433907069,COMPLETE
46,46,0.5024865018471156,2023-04-07 18:01:29.863821,2023-04-07 18:01:38.183930,0 days 00:00:08.320109,0.16968370006467332,0.9448254574101413,0.1650634769645837,0.5570411398480557,143,50.88790865631882,249,31,9.529079959004308,1.571268444836051,COMPLETE
47,47,0.551150895140665,2023-04-07 18:01:38.184287,2023-04-07 18:01:42.360285,0 days 00:00:04.175998,0.34086594178875435,0.898400704773042,0.36788531256533746,0.6651393827601251,65,275.3652153000171,282,39,9.943266519472019,0.9686004458693065,COMPLETE
48,48,0.6531685137823245,2023-04-07 18:01:42.360666,2023-04-07 18:01:49.119146,0 days 00:00:06.758480,0.3693151193692086,0.7448196745630153,0.21695104459116507,0.4732683210636494,99,116.44373011074856,268,33,8.864086316692978,0.6230558224061558,COMPLETE
49,49,0.6729184427394146,2023-04-07 18:01:49.119522,2023-04-07 18:01:59.832872,0 days 00:00:10.713350,0.2613422702389781,0.839642875808204,0.13756570649440886,0.4858226992129598,108,108.53463671715582,268,33,8.743661717159746,0.6367249489934704,COMPLETE
50,50,0.6094771241830065,2023-04-07 18:01:59.833235,2023-04-07 18:02:04.423090,0 days 00:00:04.589855,0.05793803729592528,0.8401972886463132,0.32623089826528473,0.48697192252345606,94,108.45171726858906,271,27,8.112173872641138,0.5676517468821104,COMPLETE
51,51,0.6633276499005399,2023-04-07 18:02:04.423453,2023-04-07 18:02:15.897244,0 days 00:00:11.473791,0.255513003928289,0.7595775244083011,0.13431894269649508,0.4594764007983292,108,55.59432481330527,274,33,8.776593477668644,1.5524871158252438,COMPLETE
52,52,0.6680875248650184,2023-04-07 18:02:15.897615,2023-04-07 18:02:26.479976,0 days 00:00:10.582361,0.20462597104086516,0.9496647428769022,0.14289367447810739,0.5256136139744694,108,120.60153387106081,275,32,8.661620567198684,2.05546489018141,COMPLETE
53,53,0.6291560102301791,2023-04-07 18:02:26.480345,2023-04-07 18:02:37.977006,0 days 00:00:11.496661,0.2074061075240515,0.6756531233999935,0.13615178855883073,0.46333611127866875,112,48.02584825896401,276,32,8.823331706288869,2.0343029105544024,COMPLETE
54,54,0.5949843705598181,2023-04-07 18:02:37.977373,2023-04-07 18:02:48.461998,0 days 00:00:10.484625,0.32029986360984963,0.8714473033858577,0.14824738905392165,0.5219836487711431,79,124.84764684399512,279,32,8.63787199786577,0.8236299828551792,COMPLETE
55,55,0.5608837737993748,2023-04-07 18:02:48.462373,2023-04-07 18:02:54.606693,0 days 00:00:06.144320,0.39323568141447973,0.7457594188693617,0.23930826717009424,0.4958074079230774,94,43.60412597493048,267,29,8.035124493710933,0.5355409335881803,COMPLETE
56,56,0.6094771241830065,2023-04-07 18:02:54.607062,2023-04-07 18:03:03.739046,0 days 00:00:09.131984,0.2304544089471018,0.8140624038326704,0.16498378287645882,0.4460036044892936,131,245.6032366874646,272,25,7.389424270129327,1.6669387766893382,COMPLETE
57,57,0.024438761011651034,2023-04-07 18:03:03.739446,2023-04-07 18:03:14.679863,0 days 00:00:10.940417,0.2711838595097465,0.8575413733423678,0.13692977450974372,0.3929369642489102,146,1.1902340582532673,268,33,8.73920989124316,2.0861831556101706,COMPLETE
58,58,0.6435777209434499,2023-04-07 18:03:14.680373,2023-04-07 18:03:23.296081,0 days 00:00:08.615708,0.31621750135958526,0.9103852252687065,0.1760546625029736,0.6232180573557509,105,130.74349422320023,282,37,7.719832555748297,2.887748249052442,COMPLETE
59,59,0.3218243819266837,2023-04-07 18:03:23.296460,2023-04-07 18:03:29.050440,0 days 00:00:05.753980,0.1863333985284546,0.8216591537337503,0.26503804968930766,0.5051630833554631,60,72.5466932528523,274,31,9.05892623916447,0.9444153356962071,COMPLETE
60,60,0.5948422847399829,2023-04-07 18:03:29.050815,2023-04-07 18:03:35.891009,0 days 00:00:06.840194,0.14692290149342102,0.9760090041145627,0.2264579152625143,0.43647113050884323,87,167.4421617698204,277,28,8.256309387687217,1.7246050183380093,COMPLETE
61,61,0.6680164819551009,2023-04-07 18:03:35.891377,2023-04-07 18:03:43.813281,0 days 00:00:07.921904,0.14984180006904133,0.955604023925956,0.18757234333891615,0.5441892527475454,106,170.2299636522359,268,34,9.704266715245634,1.3550476733612333,COMPLETE
62,62,0.6631855640807047,2023-04-07 18:03:43.813648,2023-04-07 18:03:54.978175,0 days 00:00:11.164527,0.09653166402801493,0.9072110542105287,0.13565267323950847,0.540958674314955,116,100.31647966296913,268,34,9.716678366339996,1.2684754430790042,COMPLETE
63,63,0.6095481670929241,2023-04-07 18:03:54.978549,2023-04-07 18:04:02.565050,0 days 00:00:07.586501,0.09813147078292325,0.957951567422421,0.1884625412887779,0.5325344422678587,115,41.89859361843298,266,39,9.773898563900403,2.2799449248565806,COMPLETE
64,64,0.6679454390451833,2023-04-07 18:04:02.565438,2023-04-07 18:04:14.505278,0 days 00:00:11.939840,0.1381019326806956,0.8982752746754418,0.13020277013454204,0.5598874707589168,106,211.5493483623714,273,34,9.795603204248382,1.3010075196900743,COMPLETE
65,65,0.6241830065359477,2023-04-07 18:04:14.505658,2023-04-07 18:04:26.223139,0 days 00:00:11.717481,0.13437269219540676,0.9016057418840864,0.13018503919146385,0.5525714293713293,125,212.82515435166792,270,34,9.83984475383772,2.6392532582802053,COMPLETE
66,66,0.6096192100028417,2023-04-07 18:04:26.223526,2023-04-07 18:04:39.654898,0 days 00:00:13.431372,0.0718594086165314,0.9634608424922364,0.12208084637581532,0.512362415628687,136,154.44403201031503,286,31,9.991905249939862,1.7735909514608332,COMPLETE
67,67,0.6388178459789714,2023-04-07 18:04:39.655271,2023-04-07 18:04:55.786484,0 days 00:00:16.131213,0.03422370294848906,0.8821954614767057,0.10538456120371777,0.4099982227107303,117,192.90957312038233,296,34,9.65614963387286,1.015287106927083,COMPLETE
68,68,0.6631145211707872,2023-04-07 18:04:55.786903,2023-04-07 18:05:06.641148,0 days 00:00:10.854245,0.09133092469043802,0.9167978779523016,0.14452474018908135,0.5985587282556518,109,240.26075390115517,278,29,9.227598812994305,1.3769574079721008,COMPLETE
69,69,0.6485507246376812,2023-04-07 18:05:06.641527,2023-04-07 18:05:18.726757,0 days 00:00:12.085230,0.12498612086051669,0.9910828660131945,0.12533255716051797,0.478984227065981,91,312.5667255711782,273,36,9.139598973001439,2.1413911675406316,COMPLETE
70,70,0.6291560102301791,2023-04-07 18:05:18.727158,2023-04-07 18:05:27.474166,0 days 00:00:08.747008,0.03291424229910965,0.8740363476331193,0.17048546154982983,0.5680237832246106,126,100.85129445296019,263,27,9.693974704877816,0.9081925186507063,COMPLETE
71,71,0.6533816425120773,2023-04-07 18:05:27.474553,2023-04-07 18:05:38.217971,0 days 00:00:10.743418,0.09326555801138055,0.9285717058263654,0.1468892824169681,0.5960428113678657,108,247.86433284001265,279,29,9.242120086850436,1.574469056036963,COMPLETE
72,72,0.6680875248650184,2023-04-07 18:05:38.218351,2023-04-07 18:05:53.182943,0 days 00:00:14.964592,0.10255454035542937,0.9125695005904073,0.10203125513451627,0.5298041551595309,107,154.14521659775775,270,32,8.682240086661617,1.3503219796600168,COMPLETE
73,73,0.6438618925831202,2023-04-07 18:05:53.183320,2023-04-07 18:06:07.475172,0 days 00:00:14.291852,0.1899882136264257,0.9520499497814567,0.10676779044407578,0.5246569104295075,97,140.53185090138075,270,32,8.640836892812164,1.2112381463798387,COMPLETE
74,74,0.21469167377095766,2023-04-07 18:06:07.475557,2023-04-07 18:06:15.203237,0 days 00:00:07.727680,0.14336055401859765,0.8543387295562284,0.19488674100357709,0.49204709200787394,193,178.30229624623297,275,36,8.967725721246069,0.7853613729856326,COMPLETE
75,75,0.6777493606138107,2023-04-07 18:06:15.203624,2023-04-07 18:06:30.758439,0 days 00:00:15.554815,0.11014623629540152,0.8990330401632896,0.10066749379063993,0.44243245994889907,117,75.36179291361368,273,31,9.622427288068371,1.4335262958807446,COMPLETE
76,76,0.33653026427962485,2023-04-07 18:06:30.758824,2023-04-07 18:06:45.866325,0 days 00:00:15.107501,0.0002644973798655026,0.7877130647621844,0.1061348471979718,0.4411089093311627,83,26.817528006139298,282,31,8.686258434722127,2.3945439960134856,COMPLETE
77,77,0.6777493606138107,2023-04-07 18:06:45.866716,2023-04-07 18:06:55.289741,0 days 00:00:09.423025,0.18253846759017978,0.9878454016307138,0.16203927072774998,0.39181817566656296,105,65.92476286170405,273,30,9.494808772193844,1.9035740157143666,COMPLETE
78,78,0.6386757601591361,2023-04-07 18:06:55.290108,2023-04-07 18:07:03.988986,0 days 00:00:08.698878,0.18307198093523552,0.9736751302202695,0.17783824507974938,0.38663529226137633,120,73.90407629383638,272,26,9.37679887172154,1.820464264662963,COMPLETE
79,79,0.6143790849673202,2023-04-07 18:07:03.989346,2023-04-07 18:07:10.843305,0 days 00:00:06.853959,0.06648510227195871,0.937692134864244,0.21633899385435626,0.4224893496619554,128,152.6254152152515,262,30,9.549385906474559,2.068318482104862,COMPLETE
80,80,0.6486217675475987,2023-04-07 18:07:10.843670,2023-04-07 18:07:20.408506,0 days 00:00:09.564836,0.15528043670858782,0.997938474707359,0.1685390679949276,0.5029325168102868,89,115.1948733730031,286,28,9.118919927767099,1.0962935255131385,COMPLETE
81,81,0.3901676612674055,2023-04-07 18:07:20.408874,2023-04-07 18:07:32.243118,0 days 00:00:11.834244,0.23977691779934224,0.8870039793476037,0.1316127192740563,0.44685086909689625,104,28.23604515449513,274,33,8.967067526922463,1.6395178341654677,COMPLETE
