,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_max_bpm,params_min_bpm,params_parncutt_prior_mu,params_parncutt_prior_sigma,params_smooth_bpm_window,params_smooth_time_window,state
133,133,0.671875,2023-04-04 04:30:54.511379,2023-04-04 04:31:08.607070,0 days 00:00:14.095691,0.05703774909339323,293,25,106,7.08475794358027,7.407129913178491,3.43094484820371,COMPLETE
134,134,0.6822916666666666,2023-04-04 04:31:08.607426,2023-04-04 04:31:38.268232,0 days 00:00:29.660806,0.028448829396327344,295,23,99,7.340775339100926,7.0766309371192415,3.0853585852796073,COMPLETE
135,135,0.625,2023-04-04 04:31:38.268599,2023-04-04 04:32:20.101062,0 days 00:00:41.832463,0.0249314611076542,298,24,113,7.373146604380792,7.094887054622465,3.158436236495908,COMPLETE
136,136,0.6822916666666666,2023-04-04 04:32:20.101433,2023-04-04 04:32:39.905923,0 days 00:00:19.804490,0.04057791301571776,289,23,102,7.599013855122655,7.042999157229409,2.9244808142542364,COMPLETE
137,137,0.53125,2023-04-04 04:32:39.906454,2023-04-04 04:32:57.633032,0 days 00:00:17.726578,0.044964183659537624,288,23,75,7.62989250119215,7.120173208930757,2.876936035699487,COMPLETE
138,138,0.6510416666666666,2023-04-04 04:32:57.633407,2023-04-04 04:33:45.387585,0 days 00:00:47.754178,0.021581982386642388,296,29,89,7.5440949368554655,6.895155197107746,2.6478760367194565,COMPLETE
139,139,0.609375,2023-04-04 04:33:45.387951,2023-04-04 04:33:59.621422,0 days 00:00:14.233471,0.055779356167307906,290,23,83,7.684537004829143,6.3730066523520925,3.0146192485876218,COMPLETE
140,140,0.4739583333333333,2023-04-04 04:33:59.621943,2023-04-04 04:34:22.042802,0 days 00:00:22.420859,0.037527597790112346,300,24,68,7.435711569325429,7.312451688153101,3.084913211354557,COMPLETE
141,141,0.6614583333333334,2023-04-04 04:34:22.043166,2023-04-04 04:34:33.320092,0 days 00:00:11.276926,0.07162454388565413,294,21,103,7.318906568051333,7.515444337625316,3.3089070966351715,COMPLETE
142,142,0.671875,2023-04-04 04:34:33.320493,2023-04-04 04:34:44.153601,0 days 00:00:10.833108,0.07255923087033378,291,27,96,6.743223382849212,7.121928912737155,3.5371839437914248,COMPLETE
143,143,0.6354166666666666,2023-04-04 04:34:44.154130,2023-04-04 04:36:09.885376,0 days 00:01:25.731246,0.012464907622921524,283,22,109,7.696994630327943,6.721570043495867,2.5801736328587572,COMPLETE
144,144,0.6822916666666666,2023-04-04 04:36:09.885913,2023-04-04 04:36:16.290084,0 days 00:00:06.404171,0.12176604542241272,295,24,100,6.953368605540927,7.622274732623734,2.9990438940445654,COMPLETE
145,145,0.0,2023-04-04 04:36:16.290447,2023-04-04 04:36:22.422349,0 days 00:00:06.131902,0.12289085168270988,288,28,11,6.293325514585209,7.368185111997996,2.8389029264654937,COMPLETE
146,146,0.671875,2023-04-04 04:36:22.422731,2023-04-04 04:36:30.504814,0 days 00:00:08.082083,0.09908883985534672,295,25,92,6.979430056412001,7.6176094453845575,3.040521720260023,COMPLETE
147,147,0.625,2023-04-04 04:36:30.505168,2023-04-04 04:36:47.368766,0 days 00:00:16.863598,0.04574913774510804,281,24,116,7.867627454480642,6.872574338118075,2.487099638586684,COMPLETE
148,148,0.6458333333333334,2023-04-04 04:36:47.369124,2023-04-04 04:36:59.921649,0 days 00:00:12.552525,0.060007263363879404,276,23,87,6.842211543063398,7.250541246914124,3.2531231377699736,COMPLETE
149,149,0.6822916666666666,2023-04-04 04:36:59.922028,2023-04-04 04:37:06.237726,0 days 00:00:06.315698,0.12455449564770497,298,25,99,7.517063575243362,7.003605112273705,2.321434096309915,COMPLETE
150,150,0.6354166666666666,2023-04-04 04:37:06.238098,2023-04-04 04:37:11.780270,0 days 00:00:05.542172,0.13932430095937104,298,26,106,7.532522411624093,6.610986443424182,2.721808545855336,COMPLETE
151,151,0.6979166666666666,2023-04-04 04:37:11.780639,2023-04-04 04:39:02.576836,0 days 00:01:50.796197,0.010103055261956616,294,25,97,7.12635161111276,7.027040128752499,2.2920214330070263,COMPLETE
152,152,0.6875,2023-04-04 04:39:02.577229,2023-04-04 04:40:15.213551,0 days 00:01:12.636322,0.011780525239416216,233,24,94,7.3200076614506076,6.988122279091969,2.238867228801932,COMPLETE
153,153,0.6770833333333334,2023-04-04 04:40:15.214099,2023-04-04 04:40:44.640882,0 days 00:00:29.426783,0.028674644359377742,295,24,98,7.302531575173606,7.002347128570011,2.2202028760483445,COMPLETE
154,154,0.5520833333333334,2023-04-04 04:40:44.641407,2023-04-04 04:42:27.485386,0 days 00:01:42.843979,0.010874937838235753,297,24,78,7.465959865879909,6.1491876134538055,1.988774855358685,COMPLETE
155,155,0.6666666666666666,2023-04-04 04:42:27.485766,2023-04-04 04:42:49.976873,0 days 00:00:22.491107,0.03308602375920445,267,27,111,7.746242929580617,6.958317511016338,2.2611919260788014,COMPLETE
156,156,0.6875,2023-04-04 04:42:49.977408,2023-04-04 04:42:57.700691,0 days 00:00:07.723283,0.08998644605176068,254,23,95,7.136542719542692,6.40388651280872,2.9115190262343695,COMPLETE
157,157,0.6614583333333334,2023-04-04 04:42:57.701077,2023-04-04 04:44:09.894761,0 days 00:01:12.193684,0.011630287396427436,230,22,102,7.126456838846979,6.324797313184342,2.600547284864985,COMPLETE
158,158,0.6354166666666666,2023-04-04 04:44:09.895136,2023-04-04 04:44:15.938421,0 days 00:00:06.043285,0.11009686607586498,250,26,86,4.7630991673448815,6.568323133527543,2.8742795628248228,COMPLETE
159,159,0.6822916666666666,2023-04-04 04:44:15.939006,2023-04-04 04:44:33.914654,0 days 00:00:17.975648,0.039369094162269136,254,23,107,7.162892518192985,6.768749107378476,2.4064249411458505,COMPLETE
160,160,0.65625,2023-04-04 04:44:33.915033,2023-04-04 04:44:41.793185,0 days 00:00:07.878152,0.08333300700063377,240,23,108,7.12713412142488,6.763006370542156,2.429384316995012,COMPLETE
161,161,0.6822916666666666,2023-04-04 04:44:41.793586,2023-04-04 04:45:01.479384,0 days 00:00:19.685798,0.036221867492478785,260,24,94,7.318151614752285,6.495154754830029,2.701840470413872,COMPLETE
162,162,0.6822916666666666,2023-04-04 04:45:01.479795,2023-04-04 04:45:16.851536,0 days 00:00:15.371741,0.044849768452836114,254,24,95,7.2623971413030315,6.534365399313675,2.07728716650512,COMPLETE
163,163,0.5625,2023-04-04 04:45:16.851924,2023-04-04 04:45:18.098356,0 days 00:00:01.246432,0.5605895983070527,257,23,90,7.673322559120478,5.977748849870255,2.7844529579467965,COMPLETE
164,164,0.6770833333333334,2023-04-04 04:45:18.098735,2023-04-04 04:45:27.514793,0 days 00:00:09.416058,0.06934139432114413,244,25,102,7.031824790718769,6.162249313355399,2.580089736265891,COMPLETE
165,165,0.5989583333333334,2023-04-04 04:45:27.515162,2023-04-04 04:45:51.463094,0 days 00:00:23.947932,0.030636176012998183,263,22,82,7.400286523602812,6.466947883241256,2.347916502112068,COMPLETE
166,166,0.5989583333333334,2023-04-04 04:45:51.463469,2023-04-04 04:45:53.351550,0 days 00:00:01.888081,0.34561759759190663,258,26,117,7.881568376662235,6.733145082769136,1.870694910477185,COMPLETE
167,167,0.6927083333333334,2023-04-04 04:45:53.351925,2023-04-04 04:47:42.526151,0 days 00:01:49.174226,0.010191331726455543,292,24,96,7.5994273694406855,7.090163747755702,3.0354081894865854,COMPLETE
168,168,0.6041666666666666,2023-04-04 04:47:42.526581,2023-04-04 04:47:44.086891,0 days 00:00:01.560310,0.41226734859255676,235,27,107,7.538070015154047,7.1677330536387105,2.9162166986433666,COMPLETE
169,169,0.6770833333333334,2023-04-04 04:47:44.087427,2023-04-04 04:47:52.604185,0 days 00:00:08.516758,0.09428704610923216,299,25,99,7.97501626131525,6.953863378867676,3.067200780743699,COMPLETE
170,170,0.5989583333333334,2023-04-04 04:47:52.604559,2023-04-04 04:47:54.983576,0 days 00:00:02.379017,0.3177214912860508,292,22,113,7.189685177078674,7.363906041073461,3.2398843290414967,COMPLETE
171,171,0.6875,2023-04-04 04:47:54.983950,2023-04-04 04:48:12.309705,0 days 00:00:17.325755,0.03911555475186573,248,24,95,7.580373233810361,6.890611547422823,2.5620913916119123,COMPLETE
172,172,0.453125,2023-04-04 04:48:12.310104,2023-04-04 04:48:23.606530,0 days 00:00:11.296426,0.052435256911510915,219,23,246,7.666094416550648,6.9485205491195305,2.157796183373141,COMPLETE
173,173,0.640625,2023-04-04 04:48:23.606910,2023-04-04 04:50:11.734349,0 days 00:01:48.127439,0.010422374101190915,294,24,87,7.580844387233946,7.099794284979966,2.3923060643215246,COMPLETE
174,174,0.6770833333333334,2023-04-04 04:50:11.734956,2023-04-04 04:50:21.862022,0 days 00:00:10.127066,0.06845261833532632,254,25,99,7.767681298008138,6.719512264572783,2.4983635927837042,COMPLETE
175,175,0.6875,2023-04-04 04:50:21.862600,2023-04-04 04:50:47.777731,0 days 00:00:25.915131,0.0316250302978819,293,26,93,7.4064704958443635,7.316613004440697,3.017767050835859,COMPLETE
176,176,0.6197916666666666,2023-04-04 04:50:47.778105,2023-04-04 04:50:50.029460,0 days 00:00:02.251355,0.28095856437895866,247,26,92,7.420952919481391,7.319164720075236,3.4029330318240625,COMPLETE
177,177,0.6145833333333334,2023-04-04 04:50:50.029831,2023-04-04 04:51:00.178760,0 days 00:00:10.148929,0.07873093127051756,297,28,83,5.435494318297139,7.4090878899926045,2.9540606981146524,COMPLETE
178,178,0.6354166666666666,2023-04-04 04:51:00.179144,2023-04-04 04:51:03.271931,0 days 00:00:03.092787,0.22212480789366507,293,50,95,7.554745145410086,7.147981625569578,3.192726658677557,COMPLETE
179,179,0.4635416666666667,2023-04-04 04:51:03.272306,2023-04-04 04:51:07.197157,0 days 00:00:03.924851,0.18599536091288393,290,27,74,6.642146382063856,5.721500650105395,2.690979834121236,COMPLETE
180,180,0.6354166666666666,2023-04-04 04:51:07.197537,2023-04-04 04:52:49.600177,0 days 00:01:42.402640,0.011101056642302501,296,25,88,3.520648323841621,7.69839598556945,2.986607604165901,COMPLETE
181,181,0.6770833333333334,2023-04-04 04:52:49.600587,2023-04-04 04:53:10.729751,0 days 00:00:21.129164,0.0376492084021664,285,23,104,7.2111427939112245,6.912169338677408,2.3170710819040656,COMPLETE
182,182,0.6822916666666666,2023-04-04 04:53:10.730308,2023-04-04 04:53:25.351243,0 days 00:00:14.620935,0.046621153557042605,251,24,101,6.96912856648466,6.807691872518256,2.8073387600215445,COMPLETE
183,183,0.6666666666666666,2023-04-04 04:53:25.351616,2023-04-04 04:53:53.520767,0 days 00:00:28.169151,0.03005675169306894,300,26,109,7.351681367174253,7.24866860617936,1.8305952635197684,COMPLETE
184,184,0.6770833333333334,2023-04-04 04:53:53.521145,2023-04-04 04:54:07.502135,0 days 00:00:13.980990,0.05768302152678263,293,23,95,7.090153794714977,7.065952371802688,3.492910048933056,COMPLETE
185,185,0.010416666666666666,2023-04-04 04:54:07.502503,2023-04-04 04:54:12.784883,0 days 00:00:05.282380,0.12134815134694099,243,24,24,7.8163083398893445,7.410856964818898,3.1727418567435786,COMPLETE
186,186,0.671875,2023-04-04 04:54:12.785420,2023-04-04 04:54:40.080196,0 days 00:00:27.294776,0.030475744000239953,248,25,105,7.506026868288045,7.811148614843935,2.6129577368983004,COMPLETE
187,187,0.65625,2023-04-04 04:54:40.080578,2023-04-04 04:54:48.278756,0 days 00:00:08.198178,0.09108323173197275,287,22,90,7.173671604963839,5.03019537196944,2.167936868735175,COMPLETE
188,188,0.3854166666666667,2023-04-04 04:54:48.279158,2023-04-04 04:55:00.403081,0 days 00:00:12.123923,0.06535896661454413,291,23,166,7.70703980097753,6.305676224182887,2.938351480376971,COMPLETE
189,189,0.609375,2023-04-04 04:55:00.403459,2023-04-04 04:55:17.723163,0 days 00:00:17.319704,0.04589823897082913,295,29,82,5.978190354592895,6.672471763797802,3.363733975029107,COMPLETE
190,190,0.671875,2023-04-04 04:55:17.723547,2023-04-04 04:55:28.306778,0 days 00:00:10.583231,0.07559962121863198,291,21,99,7.356319994594486,7.526547707709762,3.6119985158804773,COMPLETE
191,191,0.6979166666666666,2023-04-04 04:55:28.307146,2023-04-04 04:55:49.907714,0 days 00:00:21.600568,0.032473892292538414,254,24,95,7.294975934464308,6.549804649694764,2.76273953270503,COMPLETE
192,192,0.6770833333333334,2023-04-04 04:55:49.908087,2023-04-04 04:56:21.131181,0 days 00:00:31.223094,0.027539343424061703,253,24,94,7.014184761996884,6.903224970163586,2.4458060222710483,COMPLETE
193,193,0.6770833333333334,2023-04-04 04:56:21.131550,2023-04-04 04:57:51.198838,0 days 00:01:30.067288,0.010589498763957622,256,25,104,7.5721747297715325,7.090927020719423,2.8221888171468157,COMPLETE
194,194,0.6614583333333334,2023-04-04 04:57:51.199233,2023-04-04 04:58:07.845448,0 days 00:00:16.646215,0.048758317294256184,298,26,87,7.236290402744105,6.5558935311696676,3.1865648517235936,COMPLETE
195,195,0.6041666666666666,2023-04-04 04:58:07.845999,2023-04-04 04:58:08.875211,0 days 00:00:01.029212,0.6571777995052726,238,24,98,7.428214553547115,7.241359117779162,1.5333097025199995,COMPLETE
196,196,0.671875,2023-04-04 04:58:08.875588,2023-04-04 04:58:18.632819,0 days 00:00:09.757231,0.060766939687697356,225,27,109,6.798859035435137,6.842433617379869,3.0576486227028306,COMPLETE
197,197,0.6354166666666666,2023-04-04 04:58:18.633204,2023-04-04 04:58:24.400500,0 days 00:00:05.767296,0.11010177653005443,248,25,91,7.1458575943795655,5.516662187234397,2.6464272721750763,COMPLETE
198,198,0.6302083333333334,2023-04-04 04:58:24.400897,2023-04-04 04:58:52.414746,0 days 00:00:28.013849,0.029808396352704082,296,23,114,7.848364884980098,6.428239998559295,3.38874588590164,COMPLETE
199,199,0.6041666666666666,2023-04-04 04:58:52.415114,2023-04-04 04:59:01.470043,0 days 00:00:09.054929,0.08681188212257443,290,24,79,7.990221504330049,7.044225186232389,2.7722784641203186,COMPLETE
