,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_c1,params_c2,params_gamma,params_max_bpm,params_min_bpm,params_time_window,params_w,state
17,17,0.07310315430520035,2023-04-11 18:40:47.442654,2023-04-11 18:42:31.391465,0 days 00:01:43.948811,0.8806033979421934,0.02391786043609806,0.6720704564946345,0.5332127634029606,0.490176376206822,196,28,3,0.7035192050317767,COMPLETE
18,18,0.053495311167945446,2023-04-11 18:42:31.391801,2023-04-11 18:44:19.895014,0 days 00:01:48.503213,0.6833550180662219,0.16772201198341635,0.46400125505932033,0.838263549199332,0.1608167272308792,242,50,7,0.8238049138386465,COMPLETE
19,19,0.04390451832907077,2023-04-11 18:44:19.895370,2023-04-11 18:46:03.692176,0 days 00:01:43.796806,0.5741521542644834,0.36668455822709706,0.012115428538753026,0.0019412456029213043,0.9956930689003572,216,21,2,0.4451433183458364,COMPLETE
20,20,0.06813015061096904,2023-04-11 18:46:03.692660,2023-04-11 18:47:47.492788,0 days 00:01:43.800128,0.8854550381041226,0.28530437844306494,0.8966222212127448,0.5311620494126208,0.4287909746069541,283,29,4,0.6189984582137116,COMPLETE
21,21,0.04390451832907077,2023-04-11 18:47:47.493123,2023-04-11 18:49:31.380481,0 days 00:01:43.887358,0.8594278059767875,0.0033562930444190897,0.7245003475895009,0.5963939452805292,0.5469267966506878,195,27,3,0.717248138363398,COMPLETE
22,22,0.04404660414890594,2023-04-11 18:49:31.380821,2023-04-11 18:51:15.723367,0 days 00:01:44.342546,0.8657236738098706,0.09809882637702343,0.6403144748858347,0.4608319225118467,0.39237779058414135,194,37,2,0.8401414350879282,COMPLETE
23,23,0.04852230747371413,2023-04-11 18:51:15.723873,2023-04-11 18:52:58.274550,0 days 00:01:42.550677,0.9106806311468367,0.1899966249993374,0.804697944189344,0.6005842968549481,0.5752090008100865,203,18,1,0.6908214910746608,COMPLETE
24,24,0.06358340437624325,2023-04-11 18:52:58.274932,2023-04-11 18:54:42.326292,0 days 00:01:44.051360,0.6548277101738633,0.05582206498381744,0.6049125262690591,0.34959793993161686,0.4969599795746468,180,29,3,0.5711598876918186,COMPLETE
25,25,0.048735436203466896,2023-04-11 18:54:42.326667,2023-04-11 18:56:26.007191,0 days 00:01:43.680524,0.8252903794392471,0.15260505668489377,0.7663272293462052,0.4873101701124052,0.44679859534758076,189,20,2,0.6604840109677652,COMPLETE
26,26,0.029269678886047173,2023-04-11 18:56:26.007676,2023-04-11 18:58:09.068475,0 days 00:01:43.060799,0.93270963086908,0.017320893394579193,0.9316658694268907,0.16585637730866176,0.34310884826033783,226,13,1,0.8691515712911339,COMPLETE
27,27,0.029340721795964763,2023-04-11 18:58:09.068827,2023-04-11 18:59:54.466660,0 days 00:01:45.397833,0.789743640361039,0.11544475386435897,0.6607322828531215,0.8962593293317863,0.5905065694252841,204,26,4,0.7228778944710215,COMPLETE
28,28,0.04383347541915317,2023-04-11 18:59:54.467017,2023-04-11 19:01:39.419335,0 days 00:01:44.952318,0.7455172578683256,0.22963108137318972,0.9122912388410797,0.6855931720833319,0.4562156279339703,221,40,3,0.7362394910425694,COMPLETE
29,29,0.039073600454674624,2023-04-11 19:01:39.419825,2023-04-11 19:03:22.505301,0 days 00:01:43.085476,0.9506595864026764,0.06816990504597478,0.7678783868915775,0.7575750748426667,0.5278987311697231,187,32,2,0.47913932978010854,COMPLETE
30,30,0.05385052571753338,2023-04-11 19:03:22.505661,2023-04-11 19:05:04.940878,0 days 00:01:42.435217,0.9203712087385004,0.4340156210732679,0.8554233751105278,0.6239580917192524,0.7072754132807171,249,35,5,0.5517133858395906,COMPLETE
31,31,0.07828928672918442,2023-04-11 19:05:04.941226,2023-04-11 19:06:49.042514,0 days 00:01:44.101288,0.9877880372199046,0.27540823927517216,0.973844736462735,0.4220695272010825,0.2911792281194235,197,23,3,0.7852484523386744,COMPLETE
32,32,0.038931514634839445,2023-04-11 19:06:49.043044,2023-04-11 19:08:32.605657,0 days 00:01:43.562613,0.9962290639846846,0.29287974345360684,0.9992594497595585,0.5259758956456673,0.3788723737476141,211,23,3,0.6493624796579789,COMPLETE
33,33,0.03900255754475704,2023-04-11 19:08:32.605999,2023-04-11 19:10:17.341221,0 days 00:01:44.735222,0.8790513475060995,0.19817764679169708,0.8893932958504882,0.7169652984970201,0.30894269406064745,233,28,6,0.781573828751624,COMPLETE
34,34,0.04894856493321966,2023-04-11 19:10:17.341571,2023-04-11 19:12:03.318997,0 days 00:01:45.977426,0.8103902195602423,0.15397313671899227,0.7047951963797661,0.3399890919113132,0.46378601557435517,198,31,2,0.8832584095483005,COMPLETE
35,35,0.04880647911338448,2023-04-11 19:12:03.319494,2023-04-11 19:13:46.161529,0 days 00:01:42.842035,0.9400852284615324,0.30259722419647833,0.8928737206978399,0.44626919867362935,0.4126660377600152,191,19,4,0.7676836274038512,COMPLETE
36,36,0.07310315430520035,2023-04-11 19:13:46.161883,2023-04-11 19:15:29.444707,0 days 00:01:43.282824,0.8446141478773156,0.23811916073973263,0.7737272426393864,0.405736770921729,0.5315073948221932,180,16,3,0.6686819269659066,COMPLETE
37,37,0.029340721795964763,2023-04-11 19:15:29.445076,2023-04-11 19:17:11.712923,0 days 00:01:42.267847,0.7625916846477087,0.4041962627313156,0.9473835580935464,0.8038102984771232,0.6165291723551124,211,24,6,0.4996309968514296,COMPLETE
38,38,0.07317419721511793,2023-04-11 19:17:11.713450,2023-04-11 19:18:54.431818,0 days 00:01:42.718368,0.8993988204894394,0.2166000949541427,0.7054431437232089,0.3020112245085796,0.7498919629701123,275,21,5,0.608543186413746,COMPLETE
39,39,0.03424268258027849,2023-04-11 19:18:54.432162,2023-04-11 19:20:37.707942,0 days 00:01:43.275780,0.43094863417382523,0.3423427605616013,0.7265972512475819,0.30658739702038856,0.7632057406170536,271,22,5,0.5920249359886656,COMPLETE
40,40,0.03900255754475703,2023-04-11 19:20:37.708292,2023-04-11 19:22:17.460058,0 days 00:01:39.751766,0.9465015227775859,0.24416319912286,0.8001669457805525,0.25179433310045907,0.8415787880522057,294,15,8,0.3432842684901301,COMPLETE
41,41,0.029340721795964763,2023-04-11 19:22:17.460554,2023-04-11 19:24:00.140874,0 days 00:01:42.680320,0.8935340803379622,0.14320187844399698,0.6816440784074967,0.39858410744134287,0.769593224037769,256,25,4,0.6432516593793569,COMPLETE
42,42,0.034029553850525716,2023-04-11 19:24:00.141228,2023-04-11 19:25:42.880281,0 days 00:01:42.739053,0.8365708298711823,0.18675239091656753,0.5891910800388478,0.21719461528222045,0.6444900078942954,268,33,5,0.7182550884792567,COMPLETE
43,43,0.0341716396703609,2023-04-11 19:25:42.880617,2023-04-11 19:27:23.685086,0 days 00:01:40.804469,0.9561855391137043,0.05097910538209227,0.7203254821685758,0.330634888771218,0.5880162613042164,282,38,7,0.618063255431423,COMPLETE
44,44,0.0632992327365729,2023-04-11 19:27:23.685583,2023-04-11 19:29:34.580219,0 days 00:02:10.894636,0.9997514458979598,0.2049451141440512,0.5472740132719759,0.36353154935373416,0.4970616921618458,185,30,1,0.9985809011190891,COMPLETE
45,45,0.04887752202330207,2023-04-11 19:29:34.580566,2023-04-11 19:31:18.299193,0 days 00:01:43.718627,0.896350610763948,0.09424230456325511,0.948777586596003,0.5652061527702992,0.884406768114292,235,21,1,0.7505327923422604,COMPLETE
46,46,0.05846831486217676,2023-04-11 19:31:18.299540,2023-04-11 19:33:01.537892,0 days 00:01:43.238352,0.8121856618730614,0.2924164653240485,0.8528513777459652,0.4094211195763131,0.7051367375464123,249,45,2,0.5312088463269593,COMPLETE
47,47,0.07324524012503553,2023-04-11 19:33:01.538386,2023-04-11 19:34:45.259780,0 days 00:01:43.721394,0.8680831007494288,0.03416649131262872,0.6924995981574655,0.2815460556724776,0.3633786088406887,201,17,2,0.8042532915117857,COMPLETE
48,48,0.06827223643080421,2023-04-11 19:34:45.260126,2023-04-11 19:36:30.795744,0 days 00:01:45.535618,0.7692050745424306,0.1384280774154739,0.8207047662510345,0.3013174459122758,0.24740288037462893,200,10,2,0.8546750324719514,COMPLETE
49,49,0.0683432793407218,2023-04-11 19:36:30.796091,2023-04-11 19:38:13.292033,0 days 00:01:42.495942,0.9699069833727179,0.08475960797867862,0.9718881717466471,0.2326955326138006,0.34859142424512024,207,18,1,0.8028375006442113,COMPLETE
50,50,0.038931514634839445,2023-04-11 19:38:13.292560,2023-04-11 19:39:59.183997,0 days 00:01:45.891437,0.8427257445468254,0.20638150775247277,0.46105502134040666,0.19657890713154294,0.22039062622234898,223,13,4,0.9315021142150343,COMPLETE
51,51,0.05861040068201193,2023-04-11 19:39:59.184359,2023-04-11 19:41:42.965557,0 days 00:01:43.781198,0.9064636284163726,0.0316683218530902,0.6758952961153906,0.27932623357757996,0.42101300554657733,185,22,3,0.6803183624452663,COMPLETE
52,52,0.04404660414890594,2023-04-11 19:41:42.965904,2023-04-11 19:43:27.161052,0 days 00:01:44.195148,0.8731845107437997,0.007260590399859171,0.6482468277641958,0.1204805511341529,0.37567119497163426,194,17,2,0.8095719000957846,COMPLETE
53,53,0.0486643932935493,2023-04-11 19:43:27.161542,2023-04-11 19:45:10.667861,0 days 00:01:43.506319,0.9235807625290253,0.0773060665404214,0.7593910711940401,0.26540646573569115,0.31812156624200916,214,26,3,0.7643016192390468,COMPLETE
54,54,0.09285308326229043,2023-04-11 19:45:10.668221,2023-04-11 19:46:53.541035,0 days 00:01:42.872814,0.966210964324396,0.12303781639687755,0.6899800655631454,0.3689594321038707,0.48603603642856347,192,20,1,0.6941695784956079,COMPLETE
55,55,0.039073600454674624,2023-04-11 19:46:53.541386,2023-04-11 19:48:35.359763,0 days 00:01:41.818377,0.966399676606452,0.11834025072147808,0.8005685579847771,0.3803499798804453,0.2759016090157806,227,13,1,0.5829599009320905,COMPLETE
56,56,0.04404660414890594,2023-04-11 19:48:35.360253,2023-04-11 19:50:17.296416,0 days 00:01:41.936163,0.9621569596501308,0.15537935702657366,0.8726102086738058,0.2977794510092417,0.3864295268389904,191,20,1,0.617544333607853,COMPLETE
57,57,0.0341716396703609,2023-04-11 19:50:17.296771,2023-04-11 19:52:00.753467,0 days 00:01:43.456696,0.9958082343954603,0.26860277641034735,0.9119295959314972,0.32571425515957625,0.4521095232580305,201,19,2,0.7316122756816675,COMPLETE
58,58,0.03900255754475704,2023-04-11 19:52:00.753812,2023-04-11 19:53:42.712983,0 days 00:01:41.959171,0.8550355089246732,0.21878250042521336,0.9681011850879253,0.18849588337772638,0.5518809181740721,207,41,1,0.8081993185995209,COMPLETE
59,59,0.0341716396703609,2023-04-11 19:53:42.713495,2023-04-11 19:55:26.354720,0 days 00:01:43.641225,0.7940487653316858,0.17508437475635652,0.6163524958362516,0.25158813820219883,0.35097487911982556,238,15,2,0.6872810445256735,COMPLETE
60,60,0.06827223643080421,2023-04-11 19:55:26.355076,2023-04-11 19:57:08.408492,0 days 00:01:42.053416,0.9144856530575338,0.1256346141342829,0.6968595112301322,0.36337150943580204,0.4878224282933096,185,24,1,0.6497588060056535,COMPLETE
61,61,0.029198635976129584,2023-04-11 19:57:08.408836,2023-04-11 19:58:51.976739,0 days 00:01:43.567903,0.8747580211921686,0.04981372951939615,0.6599654321740592,0.4877828385192718,0.428731540820616,197,21,2,0.6977839151457518,COMPLETE
62,62,0.0486643932935493,2023-04-11 19:58:51.977221,2023-04-11 20:00:35.848336,0 days 00:01:43.871115,0.9301636993109708,0.031233744823646062,0.7415907887438187,0.42936418766796325,0.5162106054572181,192,28,3,0.7523992808032768,COMPLETE
63,63,0.024509803921568627,2023-04-11 20:00:35.848691,2023-04-11 20:02:19.230218,0 days 00:01:43.381527,0.7179181956683336,0.0825490986267641,0.7018116322132104,0.4613166986099603,0.4674756481415512,291,23,3,0.7041345996789347,COMPLETE
64,64,0.004830917874396135,2023-04-11 20:02:19.230583,2023-04-11 20:04:01.994482,0 days 00:01:42.763899,0.8481670964161898,0.12874752892406768,0.5688660382767652,0.38041890869097994,0.5509139390314296,275,17,4,0.7807022408997266,COMPLETE
65,65,0.05861040068201193,2023-04-11 20:04:01.995040,2023-04-11 20:05:43.195929,0 days 00:01:41.200889,0.8938266170426727,0.04035548810531347,0.6259031332191096,0.33031194278358306,0.4107509008524863,262,49,10,0.8300312345154777,COMPLETE
66,66,0.05853935777209435,2023-04-11 20:05:43.196281,2023-04-11 20:07:27.914279,0 days 00:01:44.717998,0.9679214432162366,0.17559778366505244,0.6360142718985106,0.9411707372633165,0.4841754202289713,188,25,2,0.6135760833084746,COMPLETE
67,67,0.04894856493321966,2023-04-11 20:07:27.914703,2023-04-11 20:09:11.294192,0 days 00:01:43.379489,0.8034626444981288,0.10930053089520525,0.835922762163991,0.5107407008492892,0.3219793194417368,183,27,3,0.5663757853611279,COMPLETE
68,68,0.03410059676044331,2023-04-11 20:09:11.294753,2023-04-11 20:10:54.813322,0 days 00:01:43.518569,0.9203813105765062,0.07891647697420555,0.9292058907447908,0.42296223200754485,0.6130936771388855,217,20,2,0.6609975021911113,COMPLETE
69,69,0.03410059676044331,2023-04-11 20:10:54.813672,2023-04-11 20:12:38.874902,0 days 00:01:44.061230,0.8368787698856871,0.3279894031202238,0.7845047686969949,0.6603984441762669,0.2880738836982102,204,34,1,0.7385923767765835,COMPLETE
70,70,0.053495311167945446,2023-04-11 20:12:38.875254,2023-04-11 20:14:21.624539,0 days 00:01:42.749285,0.9424846446009776,0.25396443458518386,0.7475239050166652,0.46969090964605154,0.4389577176452802,196,22,5,0.6807838032728599,COMPLETE
71,71,0.06841432225063938,2023-04-11 20:14:21.625073,2023-04-11 20:16:05.127745,0 days 00:01:43.502672,0.8729651308986873,0.23855990057357024,0.7770068194455453,0.400067492091181,0.5465330964509051,182,16,3,0.660846608143746,COMPLETE
72,72,0.048735436203466896,2023-04-11 20:16:05.128113,2023-04-11 20:17:48.431172,0 days 00:01:43.303059,0.8325419166300085,0.21716711515003187,0.7314065422826603,0.35505676014311005,0.5328404734800903,188,12,4,0.7170191590844908,COMPLETE
73,73,0.039073600454674624,2023-04-11 20:17:48.431545,2023-04-11 20:19:30.265455,0 days 00:01:41.833910,0.8982987058414262,0.0003268642239386277,0.68022030888925,0.5501677895401819,0.5817644369892937,190,16,6,0.6005211415478873,COMPLETE
74,74,0.05356635407786303,2023-04-11 20:19:30.265968,2023-04-11 20:21:14.519435,0 days 00:01:44.253467,0.9763597778320585,0.1641658104709416,0.9924700065018959,0.4337124248727564,0.6524431071297033,181,19,3,0.7941481703124118,COMPLETE
75,75,0.06813015061096904,2023-04-11 20:21:14.519782,2023-04-11 20:22:59.084080,0 days 00:01:44.564298,0.8583588972908442,0.27423711758839214,0.8187656758204254,0.3078719523988304,0.5068513555466471,194,18,2,0.7729657232460898,COMPLETE
76,76,0.04376243250923558,2023-04-11 20:22:59.084453,2023-04-11 20:24:41.868151,0 days 00:01:42.783698,0.7805784568359532,0.2384417908940421,0.8780350324493365,0.4955410842906554,0.3716572783120287,199,15,3,0.5455091374439659,COMPLETE
77,77,0.04887752202330207,2023-04-11 20:24:41.868674,2023-04-11 20:26:23.802960,0 days 00:01:41.934286,0.9426475283925275,0.05537165555608303,0.7147687387902314,0.279619877532993,0.4009004486382143,210,30,8,0.62942014051993,COMPLETE
78,78,0.03424268258027849,2023-04-11 20:26:23.803320,2023-04-11 20:28:06.743231,0 days 00:01:42.939911,0.8202328119153767,0.1924071911908507,0.7549170720161283,0.40763927324595833,0.46648312717398244,180,20,1,0.7435933607230486,COMPLETE
79,79,0.05853935777209435,2023-04-11 20:28:06.743612,2023-04-11 20:29:51.436044,0 days 00:01:44.692432,0.8963594553142468,0.10272491169318033,0.6685968346807536,0.37188900900248373,0.5229360884969684,247,25,2,0.8399741797099408,COMPLETE
80,80,0.038789428815004266,2023-04-11 20:29:51.436541,2023-04-11 20:31:34.215824,0 days 00:01:42.779283,0.999112246418183,0.14028286237634296,0.853209813242257,0.24764637902171338,0.5653610153000677,202,36,2,0.6721453948126274,COMPLETE
81,81,0.07331628303495312,2023-04-11 20:31:34.216200,2023-04-11 20:33:18.213570,0 days 00:01:43.997370,0.8574983102454492,0.2308138867915599,0.784915429108977,0.3937986892191892,0.5646017924749902,184,17,3,0.6471003560791084,COMPLETE
82,82,0.07828928672918442,2023-04-11 20:33:18.213953,2023-04-11 20:35:01.009342,0 days 00:01:42.795389,0.8673624332143042,0.2541452063145708,0.6907148296946974,0.44896477262865164,0.6089717490659577,186,17,4,0.6332986212455892,COMPLETE
83,83,0.0973287865870986,2023-04-11 20:35:01.009881,2023-04-11 20:36:44.048855,0 days 00:01:43.038974,0.9320922423493689,0.26985331148888414,0.6964514482914234,0.45109239085028585,0.5775917581453924,184,14,4,0.6332971397175913,COMPLETE
84,84,0.03914464336459222,2023-04-11 20:36:44.049221,2023-04-11 20:38:27.565097,0 days 00:01:43.515876,0.9368060657055228,0.31377144734528206,0.6975950200322247,0.4643369184004144,0.6059440919084876,184,11,4,0.6342383670337769,COMPLETE
85,85,0.04383347541915317,2023-04-11 20:38:27.565458,2023-04-11 20:40:10.259549,0 days 00:01:42.694091,0.9727516786189219,0.34894575879806095,0.7256512347470788,0.3466187755071699,0.6281250881994592,186,14,5,0.5756125626479754,COMPLETE
86,86,0.05370843989769821,2023-04-11 20:40:10.260080,2023-04-11 20:41:53.227950,0 days 00:01:42.967870,0.9153243854777251,0.26750760919661254,0.6448160089048455,0.38018454651690686,0.6737906413979698,190,17,4,0.5230657780501201,COMPLETE
87,87,0.024509803921568627,2023-04-11 20:41:53.228307,2023-04-11 20:43:36.605037,0 days 00:01:43.376730,0.8839467646193169,0.2877021184712766,0.7861608193836569,0.4452560902313648,0.5674479838931827,193,14,5,0.5914480142828339,COMPLETE
88,88,0.024438761011651034,2023-04-11 20:43:36.605393,2023-04-11 20:45:19.408499,0 days 00:01:42.803106,0.9530757195835599,0.21611761796400525,0.6188264504255796,0.4320891020096218,0.5935576563838247,277,19,4,0.64215785116247,COMPLETE
89,89,0.03886047172492185,2023-04-11 20:45:19.409041,2023-04-11 20:47:02.432623,0 days 00:01:43.023582,0.8665000494003118,0.3137558023350471,0.9607891743507359,0.3081352168192113,0.6386971047548453,187,21,5,0.7167072375981349,COMPLETE
90,90,0.05861040068201193,2023-04-11 20:47:02.433017,2023-04-11 20:48:45.719707,0 days 00:01:43.286690,0.8141945042432289,0.19056766595314428,0.5933206436577182,0.5202851982879704,0.7053256040014102,258,17,4,0.6002956569527187,COMPLETE
91,91,0.05370843989769821,2023-04-11 20:48:45.720080,2023-04-11 20:50:28.989978,0 days 00:01:43.269898,0.9073467407004927,0.16551558480729253,0.667592359286724,0.4824545752937994,0.5068195444516096,196,23,3,0.6939822127314441,COMPLETE
92,92,0.07828928672918442,2023-04-11 20:50:28.990516,2023-04-11 20:52:12.620333,0 days 00:01:43.629817,0.9262281136544966,0.021420805944227683,0.6962064576267475,0.32611737965824655,0.4370192274566348,183,21,3,0.6355024285593341,COMPLETE
93,93,0.06337027564649049,2023-04-11 20:52:12.620720,2023-04-11 20:53:56.403919,0 days 00:01:43.783199,0.9790032823744411,0.26671779628340736,0.69327846343986,0.3485689743252335,0.4179896588568891,183,22,3,0.6584066604788975,COMPLETE
94,94,0.06344131855640807,2023-04-11 20:53:56.404321,2023-04-11 20:55:35.882329,0 days 00:01:39.478008,0.920038883003049,0.06503995566229856,0.7536475233173616,0.32078616970433493,0.47104403327185773,188,18,4,0.606857756168525,COMPLETE
95,95,0.029340721795964763,2023-04-11 20:55:35.882913,2023-04-11 20:57:18.272340,0 days 00:01:42.389427,0.9507747592190677,0.23065338777730537,0.6455944877140464,0.27680139808732795,0.43775619650384245,180,16,1,0.5625926257229925,COMPLETE
96,96,0.04390451832907075,2023-04-11 20:57:18.272702,2023-04-11 20:59:01.819222,0 days 00:01:43.546520,0.8651755428467651,0.1430353383002975,0.7081903438096103,0.3812534278503772,0.5807826438721241,192,14,3,0.6331566666351742,COMPLETE
97,97,0.07317419721511793,2023-04-11 20:59:01.819610,2023-04-11 21:00:44.178953,0 days 00:01:42.359343,0.8870909910101497,0.093679915910402,0.7315204654336173,0.39783766958822764,0.36641563576687597,186,19,6,0.7034730922041603,COMPLETE
98,98,0.029269678886047173,2023-04-11 21:00:44.179490,2023-04-11 21:02:28.302474,0 days 00:01:44.122984,0.9344210417352558,0.02996542632391245,0.820510578070487,0.22693922605820155,0.44789056419144646,199,21,2,0.757276380914916,COMPLETE
99,99,0.05839727195225917,2023-04-11 21:02:28.302921,2023-04-11 21:04:12.056298,0 days 00:01:43.753377,0.9748002430125445,0.20008220558211764,0.6850468606082302,0.3416855984673479,0.48819342007737976,183,20,4,0.6770134862449237,COMPLETE
100,100,0.06365444728616083,2023-04-11 21:04:12.056670,2023-04-11 21:05:53.460426,0 days 00:01:41.403756,0.8487395282611301,0.12150070162582031,0.800882417071969,0.4206186068720019,0.39096491811813455,190,12,1,0.5514336642572306,COMPLETE
101,101,0.04404660414890594,2023-04-11 21:05:53.460977,2023-04-11 21:07:35.356229,0 days 00:01:41.895252,0.8878526166256316,0.09571747948435677,0.7426726086000173,0.3959714203872412,0.36905277077797854,186,19,6,0.7097933361880004,COMPLETE
102,102,0.03410059676044331,2023-04-11 21:07:35.356626,2023-04-11 21:09:18.284974,0 days 00:01:42.928348,0.9040187883959097,0.021535016557612096,0.7146935557333641,0.44408186698052127,0.34627655563217186,229,17,6,0.6448184024907432,COMPLETE
103,103,0.039073600454674624,2023-04-11 21:09:18.285343,2023-04-11 21:11:00.335139,0 days 00:01:42.049796,0.822004651263342,0.2477181377389466,0.7366664304080551,0.32472506173328114,0.3308597667884706,252,23,6,0.7289562985855957,COMPLETE
104,104,0.06351236146632566,2023-04-11 21:11:00.335654,2023-04-11 21:12:42.300287,0 days 00:01:41.964633,0.9306879443568231,0.17151347754281376,0.6569256584264695,0.36544549020915884,0.29951917769102676,184,18,7,0.6825433979965729,COMPLETE
105,105,0.02429667519181586,2023-04-11 21:12:42.300644,2023-04-11 21:14:25.441926,0 days 00:01:43.141282,0.9589048713061442,0.06871480310494242,0.7696510837424201,0.29099924582886844,0.5337259371716888,194,15,5,0.6205140655698297,COMPLETE
106,106,0.03886047172492185,2023-04-11 21:14:25.442313,2023-04-11 21:16:07.521871,0 days 00:01:42.079558,0.8826459950153969,0.04855999476046961,0.985878283323548,0.4603402704962897,0.41060556523097286,286,20,5,0.5812176698984067,COMPLETE
107,107,0.038931514634839445,2023-04-11 21:16:07.522407,2023-04-11 21:17:51.424398,0 days 00:01:43.901991,0.9829260537260955,0.10766789191912163,0.7211957866191256,0.4104017707769245,0.5082769689770195,300,19,2,0.7046506122580787,COMPLETE
108,108,0.05370843989769821,2023-04-11 21:17:51.424795,2023-04-11 21:19:36.204398,0 days 00:01:44.779603,0.8458161530558717,0.14980929448777733,0.6814572522666759,0.512371446732727,0.36351423674803995,189,43,3,0.7882429274714171,COMPLETE
109,109,0.04880647911338448,2023-04-11 21:19:36.204795,2023-04-11 21:21:19.270902,0 days 00:01:43.066107,0.8023443604024972,0.12376526994189542,0.6321733442840637,0.3912994465466554,0.3304748527565585,192,24,3,0.6589187072651054,COMPLETE
110,110,0.019536800227337312,2023-04-11 21:21:19.271431,2023-04-11 21:23:01.814491,0 days 00:01:42.543060,0.9117224669569669,0.08276482667372742,0.9064964638900899,0.3659833608173125,0.3879893196854401,197,21,1,0.731208428861365,COMPLETE
