,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_c1,params_c2,params_gamma,params_max_bpm,params_min_bpm,params_time_window,params_w,state
14,14,0.03900255754475703,2023-04-11 12:54:23.872563,2023-04-11 12:56:08.086278,0 days 00:01:44.213715,0.23100981735740617,0.6556836986347799,0.5133998660681105,0.4278413928445214,0.8056785021433546,230,27,3,0.8316994144528933,COMPLETE
15,15,0.07807615799943167,2023-04-11 12:56:08.086650,2023-04-11 12:57:50.149077,0 days 00:01:42.062427,0.14626362256021708,0.8604636263073376,0.7199602076009813,0.37398701168691845,0.7840771414792638,180,50,6,0.656330292104113,COMPLETE
16,16,0.07289002557544758,2023-04-11 12:57:50.149556,2023-04-11 12:59:32.454009,0 days 00:01:42.304453,0.2407801928521302,0.9763448179431985,0.7903418815652017,0.353470158873541,0.7836655177630186,180,47,7,0.7030908572411582,COMPLETE
17,17,0.06337027564649049,2023-04-11 12:59:32.454351,2023-04-11 13:01:24.388773,0 days 00:01:51.934422,0.31594286220488343,0.9936687095995669,0.7701609688104236,0.3246070907408095,0.6327599208444195,180,48,6,0.9394308949196115,COMPLETE
18,18,0.058184143222506396,2023-04-11 13:01:24.389101,2023-04-11 13:03:05.470659,0 days 00:01:41.081558,0.1109831499601988,0.9005408718939818,0.8134236509863835,0.307769593322554,0.7112498150073201,181,50,8,0.6964565798456692,COMPLETE
19,19,0.04383347541915317,2023-04-11 13:03:05.471125,2023-04-11 13:04:48.304534,0 days 00:01:42.833409,0.29509514083265465,0.8688957124278396,0.5630908293293168,0.37272383280916965,0.8633454480764926,197,43,6,0.7694805236726705,COMPLETE
20,20,0.07310315430520034,2023-04-11 13:04:48.304864,2023-04-11 13:06:30.458725,0 days 00:01:42.153861,0.11258383522595561,0.970784751601793,0.7755377954236453,0.5386663937235543,0.7431722134406797,197,42,8,0.5301438956724831,COMPLETE
21,21,0.05363739698778062,2023-04-11 13:06:30.459077,2023-04-11 13:08:11.961655,0 days 00:01:41.502578,0.13031794216460416,0.9994473757466688,0.7689553339699463,0.534504393178756,0.8085293131995864,196,43,8,0.5443840716835778,COMPLETE
22,22,0.06337027564649049,2023-04-11 13:08:11.962128,2023-04-11 13:09:53.541917,0 days 00:01:41.579789,0.11794876492575909,0.8661921869730217,0.9956364594449701,0.43874097900378617,0.7372091899078339,188,39,7,0.5723402458707341,COMPLETE
23,23,0.05356635407786303,2023-04-11 13:09:53.542269,2023-04-11 13:11:37.007412,0 days 00:01:43.465143,0.2549270801853457,0.7782499774258873,0.8476120193736671,0.5486823560813922,0.5963014382538019,205,46,5,0.7346414616610479,COMPLETE
24,24,0.06820119352088662,2023-04-11 13:11:37.007743,2023-04-11 13:13:17.726609,0 days 00:01:40.718866,0.06858034394151694,0.9244408648697524,0.7396367488355122,0.26488805704465046,0.73316356052571,209,50,8,0.4249649599820267,COMPLETE
25,25,0.05861040068201193,2023-04-11 13:13:17.727107,2023-04-11 13:14:58.522267,0 days 00:01:40.795160,0.17677896908052254,0.9925575617788918,0.8928290938156609,0.34608937510143617,0.893886222099606,190,45,9,0.6103459473763184,COMPLETE
26,26,0.034029553850525716,2023-04-11 13:14:58.522684,2023-04-11 13:16:41.513864,0 days 00:01:42.991180,0.35577643672329207,0.8014289537513771,0.7510274498677656,0.6656210386145316,0.5844714450293593,189,40,6,0.656199889562839,COMPLETE
27,27,0.05861040068201193,2023-04-11 13:16:41.514226,2023-04-11 13:18:24.167570,0 days 00:01:42.653344,0.2464123289435265,0.9104739046256902,0.5928151688442765,0.40511886335543035,0.769328998867147,215,48,5,0.7670313704543646,COMPLETE
28,28,0.048735436203466896,2023-04-11 13:18:24.168072,2023-04-11 13:20:04.443241,0 days 00:01:40.275169,0.05371130875563834,0.742573822182506,0.8463723320968776,0.5012725114997836,0.6756775856626023,182,36,10,0.5182106897669752,COMPLETE
29,29,0.04390451832907075,2023-04-11 13:20:04.443578,2023-04-11 13:21:45.822300,0 days 00:01:41.378722,0.3964173276383869,0.8324079868701778,0.7182690157271087,0.4608948683893745,0.6875730267411123,227,43,9,0.620053171642572,COMPLETE
30,30,0.05861040068201193,2023-04-11 13:21:45.822684,2023-04-11 13:23:27.775161,0 days 00:01:41.952477,0.14574226901463294,0.8627508018305203,0.5722508412253116,0.5791718026396335,0.8592569474114806,194,50,7,0.5909744503480238,COMPLETE
31,31,0.024438761011651034,2023-04-11 13:23:27.775637,2023-04-11 13:25:09.313562,0 days 00:01:41.537925,0.21727096597563098,0.9124200648674589,0.7050405676651962,0.3948633864633827,0.8078002109176904,238,16,5,0.668014038816897,COMPLETE
32,32,0.029198635976129584,2023-04-11 13:25:09.313919,2023-04-11 13:26:53.526874,0 days 00:01:44.212955,0.2877213289249685,0.7388338803159211,0.6188565737055922,0.36899229738823813,0.7631717793917832,207,30,3,0.6924484281509358,COMPLETE
33,33,0.06827223643080421,2023-04-11 13:26:53.527211,2023-04-11 13:28:33.979864,0 days 00:01:40.452653,0.1965655738371908,0.9506305878187217,0.7782602879897884,0.2649965478086478,0.8458842803144992,185,28,8,0.48710939241852813,COMPLETE
34,34,0.05370843989769821,2023-04-11 13:28:33.980357,2023-04-11 13:30:16.648199,0 days 00:01:42.667842,0.09100995261123894,0.8356977599144378,0.7050770103201206,0.4795700172211561,0.9277208825779644,198,38,6,0.56872819442601,COMPLETE
35,35,0.03410059676044331,2023-04-11 13:30:16.648540,2023-04-11 13:32:00.537911,0 days 00:01:43.889371,0.1535214818878608,0.9486384047706349,0.44697043529864366,0.30815796199219175,0.6649017220580683,238,35,3,0.6319567047269611,COMPLETE
36,36,0.0683432793407218,2023-04-11 13:32:00.538281,2023-04-11 13:33:42.858217,0 days 00:01:42.319936,0.38551742025092206,0.6978769238525216,0.893403993172334,0.41478611247647823,0.7673506466905403,213,41,4,0.4157812241194158,COMPLETE
37,37,0.029340721795964763,2023-04-11 13:33:42.858772,2023-04-11 13:35:25.732326,0 days 00:01:42.873554,0.3560464618950978,0.8174508286393992,0.9290230403143194,0.24041348416095945,0.7499302918429858,211,43,4,0.4181300099331202,COMPLETE
38,38,0.09278204035237285,2023-04-11 13:35:25.732685,2023-04-11 13:37:08.068282,0 days 00:01:42.335597,0.440843832170853,0.8797924544693877,0.8694840708256198,0.44417821653608497,0.8856451032934407,202,41,5,0.4921773354741733,COMPLETE
39,39,0.06344131855640807,2023-04-11 13:37:08.068621,2023-04-11 13:38:49.441656,0 days 00:01:41.373035,0.42981100361186647,0.8795615674157323,0.8402480221650364,0.49918370894915676,0.9084018676634094,192,47,7,0.4885439348730689,COMPLETE
40,40,0.053495311167945446,2023-04-11 13:38:49.442133,2023-04-11 13:40:31.755335,0 days 00:01:42.313202,0.5004549630944111,0.955302539811654,0.9643717984146596,0.21814674308058582,0.8667179852735062,203,44,5,0.3664220607392593,COMPLETE
41,41,0.07324524012503553,2023-04-11 13:40:31.755670,2023-04-11 13:42:14.137490,0 days 00:01:42.381820,0.42202616855005753,0.760968651510372,0.873172401742174,0.44609895160021396,0.9425629709621379,218,41,4,0.5285389192172653,COMPLETE
