,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_c1,params_c2,params_gamma,params_max_bpm,params_min_bpm,params_time_window,params_w,state
42,42,0.024438761011651034,2023-04-11 13:42:14.137832,2023-04-11 13:43:56.260199,0 days 00:01:42.122367,0.46097989503019055,0.7743635839652641,0.8172703338115935,0.4592512454851637,0.9383518967225243,220,34,6,0.5017755125874486,COMPLETE
43,43,0.07317419721511793,2023-04-11 13:43:56.260675,2023-04-11 13:45:39.283686,0 days 00:01:43.023011,0.31579352878402583,0.8341843993619537,0.861759872017486,0.34755631819101857,0.9612841448439264,201,41,5,0.5340669652916789,COMPLETE
44,44,0.05370843989769821,2023-04-11 13:45:39.284062,2023-04-11 13:47:21.019837,0 days 00:01:41.735775,0.32790080739178246,0.8439565690436407,0.874541355625682,0.6275033789210586,0.9724327247479168,222,41,5,0.460598761992238,COMPLETE
45,45,0.024367718101733448,2023-04-11 13:47:21.020173,2023-04-11 13:49:02.475504,0 days 00:01:41.455331,0.4240989584852518,0.9046369619819528,0.9435371074526812,0.5242470786821753,0.9566696677546176,201,37,4,0.5379902526009576,COMPLETE
46,46,0.06337027564649049,2023-04-11 13:49:02.476026,2023-04-11 13:50:44.885449,0 days 00:01:42.409423,0.46785560597470144,0.7866364535802669,0.9172604819983339,0.43368410579122046,0.9991271276327687,204,41,4,0.5519920505379532,COMPLETE
47,47,0.058681443591929526,2023-04-11 13:50:44.885802,2023-04-11 13:52:27.764545,0 days 00:01:42.878743,0.5338036338246758,0.9248390319219656,0.8626530685240351,0.13660066950636057,0.8992167506532172,229,34,4,0.3631600223458578,COMPLETE
48,48,0.06827223643080421,2023-04-11 13:52:27.764889,2023-04-11 13:54:10.653524,0 days 00:01:42.888635,0.6044706837097247,0.8233382959547223,0.7974815074266947,0.4731994215255306,0.8320293219535865,219,39,5,0.602327099953822,COMPLETE
49,49,0.04894856493321966,2023-04-11 13:54:10.654024,2023-04-11 13:55:53.978266,0 days 00:01:43.324242,0.26707853256667347,0.7457828236936928,0.9148929378065254,0.3741159327540768,0.9488225912599626,187,32,3,0.4836707599227493,COMPLETE
50,50,0.024509803921568627,2023-04-11 13:55:53.978660,2023-04-11 13:57:37.858241,0 days 00:01:43.879581,0.34932064378779765,0.8778156899093527,0.9983762870256006,0.30785856478198403,0.8879894040246761,199,25,2,0.5323715134874173,COMPLETE
51,51,0.05846831486217676,2023-04-11 13:57:37.858605,2023-04-11 13:59:20.034670,0 days 00:01:42.176065,0.2975857131170126,0.9752189296328453,0.7995333759715204,0.3418188229365707,0.9212139421340361,184,48,6,0.5772024966117971,COMPLETE
52,52,0.043975561238988346,2023-04-11 13:59:20.035173,2023-04-11 14:01:02.047210,0 days 00:01:42.012037,0.22522673587946332,0.9514537035828642,0.8127820893837423,0.4192496173338479,0.8385839147274089,193,45,7,0.6325131696392085,COMPLETE
